theta,metric,k_min,two_island_gain,three_island_gain,share_recovered,share_lo,share_hi
0.6,weighted_service_hours_lost,3,50.39149444444445,88.31630555555556,0.5705797375406014,0.5465149725630826,0.5945019567463129
0.6,sustained_clinical_outage_k1,3,0.08933333333333333,0.182,0.4908424908424909,0.4280185913909413,0.5555757575757575
0.45,weighted_service_hours_lost,2,76.43307777777778,92.22906666666665,0.8287309038268968,0.8047810970575702,0.8507319383610004
0.45,sustained_clinical_outage_k1,2,0.16533333333333333,0.21733333333333332,0.7607361963190185,0.7028710819445644,0.8216615246815285
