trial_id,scenario_id,paired,experiment,master_seed,facility,profile,portfolio,entry_point,entry_node,n_nodes,n_edges,segmentation,patch_coverage,realized_patch_fraction,detection_delay,isolation_success,backup_strategy,identity_controls,rapid_isolation,horizon_steps,step_minutes,total_compromised,ever_compromised_fraction,pct_compromised,peak_compromised,zones_reached,lateral_movements,containment_step,backup_compromised,identity_compromised,ehr_downtime_steps,laboratory_downtime_steps,pharmacy_downtime_steps,imaging_downtime_steps,scheduling_downtime_steps,identity_downtime_steps,backup_recovery_downtime_steps,services_disrupted_count,total_service_downtime_steps,weighted_service_hours_lost,time_averaged_weighted_clinical_unavailability,pct_clinical_capacity_lost,catastrophic,defensive_isolation_node_steps,recovery_step,recovered_within_horizon,ehr_available_final,laboratory_available_final,pharmacy_available_final,imaging_available_final,scheduling_available_final,identity_available_final,backup_recovery_available_final,final_service_availability_fraction,disrupted_service_recovery_fraction,pct_services_restored,unrecoverable_nodes,backups_available,steps_simulated,base_spread_rate,patch_effectiveness,intra_zone_degree,cross_zone_out_degree,identity_breach_multiplier,restore_rate_fraction,no_backup_restore_penalty,service_functional_fraction,false_positive_rate,legacy_fraction,detection_delay_steps,isolated_backup_traversal,source_step_minutes,simulation_step_minutes,setting_id
920000010,92000005,1,fine_step_joint_stress,5701001,scale_2,intermediate_posture,baseline_flat,workstation,45,231,1934,flat,0.5,0.4762,103,0.5634819194,connected,0,0,864,5,231,1,1,231,10,242,778,1,1,836,854,854,854,854,836,848,7,5936,374.0333333,0.9822984749,0.9822984749,1,58,-1,0,1,0,0,0,0,1,0,0.2857142857,0.2857142857,0.2857142857,69,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000011,92000005,1,fine_step_joint_stress,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,45,231,1388,basic,0.5,0.4762,52,0.5634819194,isolated,0,1,864,5,230,0.9956709957,0.9956709957,230,10,236,464,1,1,523,554,537,581,711,492,557,7,3955,243.1333333,0.6318763617,0.6318763617,1,665,685,1,1,1,1,1,1,1,1,1,1,1,69,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000012,92000006,1,fine_step_joint_stress,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,297,300,2594,flat,0.5,0.4067,103,0.5634819194,connected,0,0,864,5,300,1,1,300,10,320,-1,1,1,853,853,853,853,853,853,851,7,5969,376.6416667,0.9872685185,0.9872685185,1,48,-1,0,0,0,0,0,0,0,0,0,0,0,88,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000013,92000006,1,fine_step_joint_stress,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,297,300,1851,basic,0.5,0.4067,52,0.5634819194,isolated,0,1,864,5,299,0.9966666667,0.9966666667,299,10,306,741,1,1,778,827,802,840,840,778,811,7,5676,356.0166667,0.9359340959,0.9359340959,1,144,-1,0,1,1,1,0,0,1,0,0.5714285714,0.5714285714,0.5714285714,88,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000014,92000007,1,fine_step_joint_stress,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,213,234,1935,flat,0.5,0.453,103,0.5634819194,connected,0,0,864,5,234,1,1,234,10,252,-1,1,1,858,858,858,858,858,858,854,7,6002,378.75,0.9930555556,0.9930555556,1,24,-1,0,0,0,0,0,0,0,0,0,0,0,70,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000015,92000007,1,fine_step_joint_stress,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,213,234,1394,basic,0.5,0.453,52,0.5634819194,isolated,0,1,864,5,229,0.9786324786,0.9786324786,229,10,233,383,1,1,492,513,488,555,632,468,503,7,3651,225.4916667,0.5889501634,0.5889501634,1,958,848,1,1,1,1,1,1,1,1,1,1,1,69,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000016,92000008,1,fine_step_joint_stress,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,195,250,2025,flat,0.5,0.416,103,0.5634819194,connected,0,0,864,5,249,0.996,0.996,249,10,268,719,1,1,744,775,754,817,839,733,794,7,5456,340.5166667,0.8900122549,0.8900122549,1,240,-1,0,1,1,1,0,0,1,1,0.7142857143,0.7142857143,0.7142857143,69,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000017,92000008,1,fine_step_joint_stress,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,195,250,1486,basic,0.5,0.416,52,0.5634819194,isolated,0,1,864,5,244,0.976,0.976,244,10,250,418,1,1,454,495,473,533,662,453,467,7,3537,216.7916667,0.5612745098,0.5612745098,1,936,782,1,1,1,1,1,1,1,1,1,1,1,68,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000018,92000009,1,fine_step_joint_stress,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,218,219,1835,flat,0.5,0.4703,103,0.5634819194,connected,0,0,864,5,219,1,1,219,10,234,707,1,1,772,842,792,860,860,772,834,7,5732,358.3,0.9396786492,0.9396786492,1,96,-1,0,1,1,1,0,0,1,1,0.7142857143,0.7142857143,0.7142857143,67,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
920000019,92000009,1,fine_step_joint_stress,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,218,219,1314,basic,0.5,0.4703,52,0.5634819194,isolated,0,1,864,5,215,0.9817351598,0.9817351598,215,10,223,701,1,1,766,836,786,855,860,766,795,7,5664,354.2583333,0.9329724946,0.9329724946,1,168,860,1,1,1,1,1,0,1,1,0.8571428571,0.8571428571,0.8571428571,66,0,864,0.3587287769,0.340350346,3.929379625,1.870501298,1.418995098,0.01978243528,0.3204283688,0.5895528862,0.001783687846,0.1624507677,34.31082917,0.08205866416,15,5,fine_lhs_000
