trial_id,scenario_id,paired,experiment,master_seed,facility,profile,portfolio,entry_point,entry_node,n_nodes,n_edges,segmentation,patch_coverage,realized_patch_fraction,detection_delay,isolation_success,backup_strategy,identity_controls,rapid_isolation,horizon_steps,step_minutes,total_compromised,ever_compromised_fraction,pct_compromised,peak_compromised,zones_reached,lateral_movements,containment_step,backup_compromised,identity_compromised,ehr_downtime_steps,laboratory_downtime_steps,pharmacy_downtime_steps,imaging_downtime_steps,scheduling_downtime_steps,identity_downtime_steps,backup_recovery_downtime_steps,services_disrupted_count,total_service_downtime_steps,weighted_service_hours_lost,time_averaged_weighted_clinical_unavailability,pct_clinical_capacity_lost,catastrophic,defensive_isolation_node_steps,recovery_step,recovered_within_horizon,ehr_available_final,laboratory_available_final,pharmacy_available_final,imaging_available_final,scheduling_available_final,identity_available_final,backup_recovery_available_final,final_service_availability_fraction,disrupted_service_recovery_fraction,pct_services_restored,unrecoverable_nodes,backups_available,steps_simulated
910000462,91000231,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,271,277,2208,flat,0.5,0.4477,36,0.3306,connected,0,0,864,5,240,0.8664259928,0.8664259928,240,10,252,299,1,1,343,400,371,446,575,338,418,7,2891,174.5083333,0.4456358932,0.4456358932,1,1799,473,1,1,1,1,1,1,1,1,1,1,1,74,0,864
910000463,91000231,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,271,277,1446,basic,0.5,0.4477,18,0.6316,isolated,0,1,864,5,7,0.02527075812,0.02527075812,7,3,6,43,0,1,0,0,0,24,24,0,0,2,48,2.2,0.005718954248,0.005718954248,0,3096,435,1,1,1,1,1,1,1,1,1,1,1,0,1,727
910000464,91000232,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,242,279,2193,flat,0.5,0.4659,36,0.3306,connected,0,0,864,5,250,0.8960573477,0.8960573477,250,10,255,342,1,1,402,434,428,488,583,378,431,7,3144,192.3333333,0.5024509804,0.5024509804,1,1608,840,1,1,1,1,1,1,1,1,1,1,1,77,0,864
910000465,91000232,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,242,279,1449,basic,0.5,0.4659,18,0.6316,isolated,0,1,864,5,102,0.3655913978,0.3655913978,102,9,101,277,0,1,188,165,168,140,174,140,0,6,975,63.73333333,0.1937636166,0.1937636166,1,3936,840,1,1,1,1,1,1,1,1,1,1,1,0,1,849
910000466,91000233,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,152,210,1643,flat,0.5,0.4905,36,0.3306,connected,0,0,864,5,194,0.9238095238,0.9238095238,194,10,194,399,1,1,457,508,482,559,688,457,534,7,3685,224.6166667,0.5747889434,0.5747889434,1,576,584,1,1,1,1,1,1,1,1,1,1,1,59,0,864
910000467,91000233,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,152,210,1079,basic,0.5,0.4905,18,0.6316,isolated,0,1,864,5,6,0.02857142857,0.02857142857,6,2,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,1,1,1,1,1,1,1,1,1,1,1,0,1,159
910000468,91000234,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,255,256,2055,flat,0.5,0.5039,36,0.3306,connected,0,0,864,5,227,0.88671875,0.88671875,227,10,234,308,1,1,397,427,399,484,603,373,472,7,3155,191.3833333,0.4890046296,0.4890046296,1,970,695,1,1,1,1,1,1,1,1,1,1,1,72,0,864
910000469,91000234,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,255,256,1333,basic,0.5,0.5039,18,0.6316,isolated,0,1,864,5,12,0.046875,0.046875,12,3,11,84,0,1,91,83,107,83,83,83,0,6,530,34.975,0.1061410675,0.1061410675,1,600,163,1,1,1,1,1,1,1,1,1,1,1,0,1,232
910000470,91000235,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,54,211,1626,flat,0.5,0.4692,36,0.3306,connected,0,0,864,5,188,0.8909952607,0.8909952607,188,10,194,272,1,1,349,411,373,434,546,349,376,7,2838,172.95,0.4484272876,0.4484272876,1,1846,827,1,1,1,1,1,1,1,1,1,1,1,57,0,864
910000471,91000235,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,54,211,1065,basic,0.5,0.4692,18,0.6316,isolated,0,1,864,5,1,0.004739336493,0.004739336493,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,11
910000472,91000236,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,227,232,1802,flat,0.5,0.4009,36,0.3306,connected,0,0,864,5,213,0.9181034483,0.9181034483,213,10,224,286,1,1,362,395,366,449,563,362,420,7,2917,177.0583333,0.4499251089,0.4499251089,1,1432,470,1,1,1,1,1,1,1,1,1,1,1,64,0,864
910000473,91000236,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,227,232,1183,basic,0.5,0.4009,18,0.6316,isolated,0,1,864,5,3,0.01293103448,0.01293103448,3,2,2,47,0,0,0,0,0,0,24,0,24,2,48,2,0,0,0,504,0,1,1,1,1,1,1,1,1,1,1,1,0,1,150
910000474,91000237,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,194,234,1781,flat,0.5,0.4701,36,0.3306,connected,0,0,864,5,205,0.8760683761,0.8760683761,205,10,208,307,1,1,397,428,402,479,597,397,484,7,3184,193.5833333,0.4890046296,0.4890046296,1,1150,489,1,1,1,1,1,1,1,1,1,1,1,65,0,864
910000475,91000237,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,194,234,1180,basic,0.5,0.4701,18,0.6316,isolated,0,1,864,5,122,0.5213675214,0.5213675214,122,9,122,269,0,1,299,305,299,310,331,299,48,7,1891,121.6166667,0.3503199891,0.3503199891,1,1392,407,1,1,1,1,1,1,1,1,1,1,1,0,1,571
910000476,91000238,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,167,260,2102,flat,0.5,0.4308,36,0.3306,connected,0,0,864,5,239,0.9192307692,0.9192307692,239,10,248,326,1,1,376,432,402,498,646,370,458,7,3182,191.5166667,0.4874727669,0.4874727669,1,1370,518,1,1,1,1,1,1,1,1,1,1,1,76,0,864
910000477,91000238,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,167,260,1370,basic,0.5,0.4308,18,0.6316,isolated,0,1,864,5,1,0.003846153846,0.003846153846,1,1,0,12,0,0,24,24,24,24,39,24,0,6,159,9.9,0.02777777778,0.02777777778,0,1848,99,1,1,1,1,1,1,1,1,1,1,1,0,1,457
910000478,91000239,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,225,226,1796,flat,0.5,0.4912,36,0.3306,connected,0,0,864,5,204,0.9026548673,0.9026548673,204,10,205,304,1,1,376,424,397,487,591,368,447,7,3090,187.4333333,0.4811410675,0.4811410675,1,1186,493,1,1,1,1,1,1,1,1,1,1,1,63,0,864
910000479,91000239,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,225,226,1173,basic,0.5,0.4912,18,0.6316,isolated,0,1,864,5,3,0.01327433628,0.01327433628,3,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,1,1,1,1,1,1,1,1,1,1,1,0,1,101
910000480,91000240,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,65,249,1978,flat,0.5,0.4498,36,0.3306,connected,0,0,864,5,230,0.9236947791,0.9236947791,230,10,236,642,1,1,694,761,730,803,837,694,784,7,5303,329.3083333,0.8584899237,0.8584899237,1,755,831,1,1,1,1,1,0,1,1,0.8571428571,0.8571428571,0.8571428571,71,0,864
910000481,91000240,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,65,249,1293,basic,0.5,0.4498,18,0.6316,isolated,0,1,864,5,5,0.02008032129,0.02008032129,5,2,4,31,0,0,0,0,0,24,0,0,0,1,24,1.4,0.005718954248,0.005718954248,0,1680,151,1,1,1,1,1,1,1,1,1,1,1,0,1,416
910000482,91000241,1,fine_step_primary,5701002,scale_2,intermediate_posture,baseline_flat,internet_facing,245,248,1876,flat,0.5,0.4395,36,0.3306,connected,0,0,864,5,227,0.9153225806,0.9153225806,227,10,234,333,1,1,384,458,429,486,603,384,458,7,3202,194.8583333,0.5026892702,0.5026892702,1,1269,740,1,1,1,1,1,1,1,1,1,1,1,66,0,864
910000483,91000241,1,fine_step_primary,5701002,scale_2,intermediate_posture,seg_detect_backup,internet_facing,245,248,1246,basic,0.5,0.4395,18,0.6316,isolated,0,1,864,5,15,0.06048387097,0.06048387097,15,6,14,133,0,1,24,20,0,0,0,0,0,2,44,3.333333333,0.01361655773,0.01361655773,0,528,90,1,1,1,1,1,1,1,1,1,1,1,0,1,148
910000484,91000242,1,fine_step_primary,5701003,scale_2,intermediate_posture,baseline_flat,privileged_system,189,232,1817,flat,0.5,0.4741,36,0.3306,connected,0,0,864,5,206,0.8879310345,0.8879310345,206,10,214,513,1,1,580,637,609,692,827,580,659,7,4584,280.8583333,0.7223924292,0.7223924292,1,777,705,1,1,1,1,1,1,1,1,1,1,1,66,0,864
910000485,91000242,1,fine_step_primary,5701003,scale_2,intermediate_posture,seg_detect_backup,privileged_system,189,232,1202,basic,0.5,0.4741,18,0.6316,isolated,0,1,864,5,120,0.5172413793,0.5172413793,120,9,119,318,0,1,298,305,324,336,372,298,0,6,1933,123.8166667,0.3638344227,0.3638344227,1,2919,619,1,1,1,1,1,1,1,1,1,1,1,0,1,864
910000486,91000243,1,fine_step_primary,5701004,scale_2,intermediate_posture,baseline_flat,medical_device,132,208,1658,flat,0.5,0.5048,36,0.3306,connected,0,0,864,5,182,0.875,0.875,182,10,188,333,1,1,415,430,431,492,633,356,463,7,3220,195.225,0.5076593137,0.5076593137,1,1088,-1,0,0,1,0,1,1,1,1,0.7142857143,0.7142857143,0.7142857143,60,0,864
910000487,91000243,1,fine_step_primary,5701004,scale_2,intermediate_posture,seg_detect_backup,medical_device,132,208,1074,basic,0.5,0.5048,18,0.6316,isolated,0,1,864,5,3,0.01442307692,0.01442307692,3,1,2,31,0,0,0,0,0,0,24,0,0,1,24,0.8,0,0,0,144,0,1,1,1,1,1,1,1,1,1,1,1,0,1,61
910000488,91000244,1,fine_step_primary,5701005,scale_2,intermediate_posture,baseline_flat,vendor_connection,225,226,1727,flat,0.5,0.469,36,0.3306,connected,0,0,864,5,199,0.8805309735,0.8805309735,199,10,204,272,1,1,340,399,376,430,552,337,399,7,2833,171.8416667,0.4420615468,0.4420615468,1,1585,445,1,1,1,1,1,1,1,1,1,1,1,61,0,864
910000489,91000244,1,fine_step_primary,5701005,scale_2,intermediate_posture,seg_detect_backup,vendor_connection,225,226,1145,basic,0.5,0.469,18,0.6316,isolated,0,1,864,5,13,0.05752212389,0.05752212389,13,4,12,176,0,0,24,0,0,162,24,0,0,3,210,12.25,0.04677287582,0.04677287582,1,1104,184,1,1,1,1,1,1,1,1,1,1,1,0,1,290
910000490,91000245,1,fine_step_primary,5701001,scale_2,intermediate_posture,baseline_flat,workstation,83,258,2056,flat,0.5,0.4612,36,0.3306,connected,0,0,864,5,1,0.003875968992,0.003875968992,1,1,0,12,0,0,0,0,0,24,0,0,0,1,24,1.4,0.005718954248,0.005718954248,0,1920,247,1,1,1,1,1,1,1,1,1,1,1,0,1,501
910000491,91000245,1,fine_step_primary,5701001,scale_2,intermediate_posture,seg_detect_backup,workstation,83,258,1337,basic,0.5,0.4612,18,0.6316,isolated,0,1,864,5,1,0.003875968992,0.003875968992,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,14
