profile,price_region,radius,draw,guaranteed,original_retained
resource_constrained,monotone,0.25,863,29,28
resource_constrained,monotone,0.5,863,13,13
resource_constrained,monotone,0.75,863,12,12
resource_constrained,positive_gaps,0,863,39,35
resource_constrained,positive_gaps,0.1,863,39,35
resource_constrained,positive_gaps,0.25,863,30,29
resource_constrained,positive_gaps,0.5,863,15,14
resource_constrained,positive_gaps,0.75,863,13,12
resource_constrained,monotone,0,864,37,35
resource_constrained,monotone,0.1,864,36,34
resource_constrained,monotone,0.25,864,27,27
resource_constrained,monotone,0.5,864,13,13
resource_constrained,monotone,0.75,864,12,12
resource_constrained,positive_gaps,0,864,37,35
resource_constrained,positive_gaps,0.1,864,36,34
resource_constrained,positive_gaps,0.25,864,28,28
resource_constrained,positive_gaps,0.5,864,15,15
resource_constrained,positive_gaps,0.75,864,12,12
resource_constrained,monotone,0,865,42,36
resource_constrained,monotone,0.1,865,41,35
resource_constrained,monotone,0.25,865,32,30
resource_constrained,monotone,0.5,865,16,16
resource_constrained,monotone,0.75,865,10,10
resource_constrained,positive_gaps,0,865,42,36
resource_constrained,positive_gaps,0.1,865,41,35
resource_constrained,positive_gaps,0.25,865,33,31
resource_constrained,positive_gaps,0.5,865,18,18
resource_constrained,positive_gaps,0.75,865,11,11
resource_constrained,monotone,0,866,43,34
resource_constrained,monotone,0.1,866,41,34
resource_constrained,monotone,0.25,866,27,26
resource_constrained,monotone,0.5,866,13,13
resource_constrained,monotone,0.75,866,11,11
resource_constrained,positive_gaps,0,866,43,34
resource_constrained,positive_gaps,0.1,866,42,34
resource_constrained,positive_gaps,0.25,866,30,29
resource_constrained,positive_gaps,0.5,866,16,15
resource_constrained,positive_gaps,0.75,866,12,11
resource_constrained,monotone,0,867,31,28
resource_constrained,monotone,0.1,867,30,27
resource_constrained,monotone,0.25,867,24,22
resource_constrained,monotone,0.5,867,10,10
resource_constrained,monotone,0.75,867,10,10
resource_constrained,positive_gaps,0,867,31,28
resource_constrained,positive_gaps,0.1,867,30,27
resource_constrained,positive_gaps,0.25,867,25,23
resource_constrained,positive_gaps,0.5,867,12,12
resource_constrained,positive_gaps,0.75,867,10,10
resource_constrained,monotone,0,868,35,31
resource_constrained,monotone,0.1,868,35,31
resource_constrained,monotone,0.25,868,25,24
resource_constrained,monotone,0.5,868,13,13
resource_constrained,monotone,0.75,868,11,11
resource_constrained,positive_gaps,0,868,35,31
resource_constrained,positive_gaps,0.1,868,35,31
resource_constrained,positive_gaps,0.25,868,28,27
resource_constrained,positive_gaps,0.5,868,13,13
resource_constrained,positive_gaps,0.75,868,11,11
resource_constrained,monotone,0,869,34,32
resource_constrained,monotone,0.1,869,33,32
resource_constrained,monotone,0.25,869,27,26
resource_constrained,monotone,0.5,869,16,16
resource_constrained,monotone,0.75,869,13,13
resource_constrained,positive_gaps,0,869,34,32
resource_constrained,positive_gaps,0.1,869,34,32
resource_constrained,positive_gaps,0.25,869,28,27
resource_constrained,positive_gaps,0.5,869,17,17
resource_constrained,positive_gaps,0.75,869,13,13
resource_constrained,monotone,0,870,44,37
resource_constrained,monotone,0.1,870,43,36
resource_constrained,monotone,0.25,870,31,28
resource_constrained,monotone,0.5,870,16,16
resource_constrained,monotone,0.75,870,12,12
resource_constrained,positive_gaps,0,870,44,37
resource_constrained,positive_gaps,0.1,870,43,36
resource_constrained,positive_gaps,0.25,870,32,28
resource_constrained,positive_gaps,0.5,870,18,17
resource_constrained,positive_gaps,0.75,870,13,12
resource_constrained,monotone,0,871,46,40
resource_constrained,monotone,0.1,871,44,39
resource_constrained,monotone,0.25,871,31,30
resource_constrained,monotone,0.5,871,13,13
resource_constrained,monotone,0.75,871,11,11
resource_constrained,positive_gaps,0,871,46,40
resource_constrained,positive_gaps,0.1,871,45,39
resource_constrained,positive_gaps,0.25,871,33,32
resource_constrained,positive_gaps,0.5,871,15,15
resource_constrained,positive_gaps,0.75,871,11,11
resource_constrained,monotone,0,872,42,39
resource_constrained,monotone,0.1,872,41,38
resource_constrained,monotone,0.25,872,27,26
resource_constrained,monotone,0.5,872,15,15
resource_constrained,monotone,0.75,872,14,14
resource_constrained,positive_gaps,0,872,42,39
resource_constrained,positive_gaps,0.1,872,41,38
resource_constrained,positive_gaps,0.25,872,28,27
resource_constrained,positive_gaps,0.5,872,17,16
resource_constrained,positive_gaps,0.75,872,15,14
resource_constrained,monotone,0,873,44,35
resource_constrained,monotone,0.1,873,44,35
resource_constrained,monotone,0.25,873,34,30
resource_constrained,monotone,0.5,873,15,15
resource_constrained,monotone,0.75,873,13,13
resource_constrained,positive_gaps,0,873,44,35
resource_constrained,positive_gaps,0.1,873,44,35
resource_constrained,positive_gaps,0.25,873,36,32
resource_constrained,positive_gaps,0.5,873,15,15
resource_constrained,positive_gaps,0.75,873,13,13
resource_constrained,monotone,0,874,41,36
resource_constrained,monotone,0.1,874,40,35
resource_constrained,monotone,0.25,874,30,28
resource_constrained,monotone,0.5,874,12,12
resource_constrained,monotone,0.75,874,12,12
resource_constrained,positive_gaps,0,874,41,36
resource_constrained,positive_gaps,0.1,874,40,35
resource_constrained,positive_gaps,0.25,874,32,30
resource_constrained,positive_gaps,0.5,874,14,13
resource_constrained,positive_gaps,0.75,874,12,12
resource_constrained,monotone,0,875,39,36
resource_constrained,monotone,0.1,875,38,35
resource_constrained,monotone,0.25,875,29,28
resource_constrained,monotone,0.5,875,14,14
resource_constrained,monotone,0.75,875,13,13
resource_constrained,positive_gaps,0,875,39,36
resource_constrained,positive_gaps,0.1,875,38,35
resource_constrained,positive_gaps,0.25,875,31,30
resource_constrained,positive_gaps,0.5,875,14,14
resource_constrained,positive_gaps,0.75,875,13,13
resource_constrained,monotone,0,876,40,37
resource_constrained,monotone,0.1,876,39,36
resource_constrained,monotone,0.25,876,31,28
resource_constrained,monotone,0.5,876,18,18
resource_constrained,monotone,0.75,876,16,16
resource_constrained,positive_gaps,0,876,40,37
resource_constrained,positive_gaps,0.1,876,39,36
resource_constrained,positive_gaps,0.25,876,32,29
resource_constrained,positive_gaps,0.5,876,19,19
resource_constrained,positive_gaps,0.75,876,16,16
resource_constrained,monotone,0,877,33,29
resource_constrained,monotone,0.1,877,32,28
resource_constrained,monotone,0.25,877,25,24
resource_constrained,monotone,0.5,877,15,15
resource_constrained,monotone,0.75,877,14,14
resource_constrained,positive_gaps,0,877,33,29
resource_constrained,positive_gaps,0.1,877,32,28
resource_constrained,positive_gaps,0.25,877,27,26
resource_constrained,positive_gaps,0.5,877,17,17
resource_constrained,positive_gaps,0.75,877,15,15
resource_constrained,monotone,0,878,44,38
resource_constrained,monotone,0.1,878,40,36
resource_constrained,monotone,0.25,878,33,30
resource_constrained,monotone,0.5,878,17,16
resource_constrained,monotone,0.75,878,15,14
resource_constrained,positive_gaps,0,878,44,38
resource_constrained,positive_gaps,0.1,878,40,36
resource_constrained,positive_gaps,0.25,878,33,30
resource_constrained,positive_gaps,0.5,878,18,17
resource_constrained,positive_gaps,0.75,878,15,14
resource_constrained,monotone,0,879,41,35
resource_constrained,monotone,0.1,879,38,33
resource_constrained,monotone,0.25,879,30,28
resource_constrained,monotone,0.5,879,13,13
resource_constrained,monotone,0.75,879,12,12
resource_constrained,positive_gaps,0,879,41,35
resource_constrained,positive_gaps,0.1,879,39,33
resource_constrained,positive_gaps,0.25,879,31,29
resource_constrained,positive_gaps,0.5,879,13,13
resource_constrained,positive_gaps,0.75,879,12,12
resource_constrained,monotone,0,880,44,40
resource_constrained,monotone,0.1,880,43,39
resource_constrained,monotone,0.25,880,35,32
resource_constrained,monotone,0.5,880,17,15
resource_constrained,monotone,0.75,880,13,11
resource_constrained,positive_gaps,0,880,44,40
resource_constrained,positive_gaps,0.1,880,43,39
resource_constrained,positive_gaps,0.25,880,36,33
resource_constrained,positive_gaps,0.5,880,18,16
resource_constrained,positive_gaps,0.75,880,13,11
resource_constrained,monotone,0,881,40,33
resource_constrained,monotone,0.1,881,40,33
resource_constrained,monotone,0.25,881,30,27
resource_constrained,monotone,0.5,881,15,15
resource_constrained,monotone,0.75,881,14,14
resource_constrained,positive_gaps,0,881,40,33
resource_constrained,positive_gaps,0.1,881,40,33
resource_constrained,positive_gaps,0.25,881,31,28
resource_constrained,positive_gaps,0.5,881,18,17
resource_constrained,positive_gaps,0.75,881,15,14
resource_constrained,monotone,0,882,39,34
resource_constrained,monotone,0.1,882,38,33
resource_constrained,monotone,0.25,882,29,26
resource_constrained,monotone,0.5,882,16,14
resource_constrained,monotone,0.75,882,15,13
resource_constrained,positive_gaps,0,882,39,34
resource_constrained,positive_gaps,0.1,882,38,33
resource_constrained,positive_gaps,0.25,882,30,27
resource_constrained,positive_gaps,0.5,882,19,16
resource_constrained,positive_gaps,0.75,882,16,13
resource_constrained,monotone,0,883,40,35
resource_constrained,monotone,0.1,883,38,34
resource_constrained,monotone,0.25,883,29,27
resource_constrained,monotone,0.5,883,16,16
resource_constrained,monotone,0.75,883,14,14
resource_constrained,positive_gaps,0,883,40,35
resource_constrained,positive_gaps,0.1,883,38,34
resource_constrained,positive_gaps,0.25,883,31,28
resource_constrained,positive_gaps,0.5,883,17,17
resource_constrained,positive_gaps,0.75,883,14,14
resource_constrained,monotone,0,884,44,37
resource_constrained,monotone,0.1,884,43,36
resource_constrained,monotone,0.25,884,27,25
resource_constrained,monotone,0.5,884,16,16
resource_constrained,monotone,0.75,884,15,15
resource_constrained,positive_gaps,0,884,44,37
resource_constrained,positive_gaps,0.1,884,43,36
resource_constrained,positive_gaps,0.25,884,29,27
resource_constrained,positive_gaps,0.5,884,18,17
resource_constrained,positive_gaps,0.75,884,16,15
resource_constrained,monotone,0,885,39,37
resource_constrained,monotone,0.1,885,37,36
resource_constrained,monotone,0.25,885,28,28
resource_constrained,monotone,0.5,885,13,13
resource_constrained,monotone,0.75,885,12,12
resource_constrained,positive_gaps,0,885,39,37
resource_constrained,positive_gaps,0.1,885,38,36
resource_constrained,positive_gaps,0.25,885,30,30
resource_constrained,positive_gaps,0.5,885,15,15
resource_constrained,positive_gaps,0.75,885,13,13
resource_constrained,monotone,0,886,41,35
resource_constrained,monotone,0.1,886,40,35
resource_constrained,monotone,0.25,886,30,28
resource_constrained,monotone,0.5,886,17,17
resource_constrained,monotone,0.75,886,13,13
resource_constrained,positive_gaps,0,886,41,35
resource_constrained,positive_gaps,0.1,886,41,35
resource_constrained,positive_gaps,0.25,886,31,29
resource_constrained,positive_gaps,0.5,886,19,18
resource_constrained,positive_gaps,0.75,886,14,13
resource_constrained,monotone,0,887,40,38
resource_constrained,monotone,0.1,887,39,37
resource_constrained,monotone,0.25,887,33,31
resource_constrained,monotone,0.5,887,19,17
resource_constrained,monotone,0.75,887,15,13
resource_constrained,positive_gaps,0,887,40,38
resource_constrained,positive_gaps,0.1,887,39,37
resource_constrained,positive_gaps,0.25,887,34,32
resource_constrained,positive_gaps,0.5,887,20,18
resource_constrained,positive_gaps,0.75,887,15,13
resource_constrained,monotone,0,888,31,28
resource_constrained,monotone,0.1,888,31,28
resource_constrained,monotone,0.25,888,21,20
resource_constrained,monotone,0.5,888,12,12
resource_constrained,monotone,0.75,888,8,8
resource_constrained,positive_gaps,0,888,31,28
resource_constrained,positive_gaps,0.1,888,31,28
resource_constrained,positive_gaps,0.25,888,23,22
resource_constrained,positive_gaps,0.5,888,13,13
resource_constrained,positive_gaps,0.75,888,8,8
resource_constrained,monotone,0,889,42,38
resource_constrained,monotone,0.1,889,41,37
resource_constrained,monotone,0.25,889,33,30
resource_constrained,monotone,0.5,889,19,17
resource_constrained,monotone,0.75,889,17,15
resource_constrained,positive_gaps,0,889,42,38
resource_constrained,positive_gaps,0.1,889,41,37
resource_constrained,positive_gaps,0.25,889,34,31
resource_constrained,positive_gaps,0.5,889,21,18
resource_constrained,positive_gaps,0.75,889,18,15
resource_constrained,monotone,0,890,43,37
resource_constrained,monotone,0.1,890,41,35
resource_constrained,monotone,0.25,890,31,29
resource_constrained,monotone,0.5,890,15,14
resource_constrained,monotone,0.75,890,11,11
resource_constrained,positive_gaps,0,890,43,37
resource_constrained,positive_gaps,0.1,890,41,35
resource_constrained,positive_gaps,0.25,890,33,30
resource_constrained,positive_gaps,0.5,890,15,14
resource_constrained,positive_gaps,0.75,890,11,11
resource_constrained,monotone,0,891,40,37
resource_constrained,monotone,0.1,891,38,36
resource_constrained,monotone,0.25,891,27,27
resource_constrained,monotone,0.5,891,12,12
resource_constrained,monotone,0.75,891,10,10
resource_constrained,positive_gaps,0,891,40,37
resource_constrained,positive_gaps,0.1,891,38,36
resource_constrained,positive_gaps,0.25,891,27,27
resource_constrained,positive_gaps,0.5,891,13,13
resource_constrained,positive_gaps,0.75,891,10,10
resource_constrained,monotone,0,892,39,35
resource_constrained,monotone,0.1,892,38,34
resource_constrained,monotone,0.25,892,32,30
resource_constrained,monotone,0.5,892,13,13
resource_constrained,monotone,0.75,892,10,10
resource_constrained,positive_gaps,0,892,39,35
resource_constrained,positive_gaps,0.1,892,38,34
resource_constrained,positive_gaps,0.25,892,33,31
resource_constrained,positive_gaps,0.5,892,15,15
resource_constrained,positive_gaps,0.75,892,11,11
resource_constrained,monotone,0,893,31,27
resource_constrained,monotone,0.1,893,31,27
resource_constrained,monotone,0.25,893,24,22
resource_constrained,monotone,0.5,893,17,15
resource_constrained,monotone,0.75,893,16,14
resource_constrained,positive_gaps,0,893,31,27
resource_constrained,positive_gaps,0.1,893,31,27
resource_constrained,positive_gaps,0.25,893,25,23
resource_constrained,positive_gaps,0.5,893,18,16
resource_constrained,positive_gaps,0.75,893,16,14
resource_constrained,monotone,0,894,42,37
resource_constrained,monotone,0.1,894,41,36
resource_constrained,monotone,0.25,894,29,27
resource_constrained,monotone,0.5,894,15,15
resource_constrained,monotone,0.75,894,13,13
resource_constrained,positive_gaps,0,894,42,37
resource_constrained,positive_gaps,0.1,894,41,36
resource_constrained,positive_gaps,0.25,894,31,29
resource_constrained,positive_gaps,0.5,894,18,18
resource_constrained,positive_gaps,0.75,894,13,13
resource_constrained,monotone,0,895,36,34
resource_constrained,monotone,0.1,895,36,34
resource_constrained,monotone,0.25,895,31,30
resource_constrained,monotone,0.5,895,15,14
resource_constrained,monotone,0.75,895,12,11
resource_constrained,positive_gaps,0,895,36,34
resource_constrained,positive_gaps,0.1,895,36,34
resource_constrained,positive_gaps,0.25,895,32,31
resource_constrained,positive_gaps,0.5,895,16,15
resource_constrained,positive_gaps,0.75,895,12,11
resource_constrained,monotone,0,896,39,37
resource_constrained,monotone,0.1,896,38,36
resource_constrained,monotone,0.25,896,31,31
resource_constrained,monotone,0.5,896,16,16
resource_constrained,monotone,0.75,896,12,12
resource_constrained,positive_gaps,0,896,39,37
resource_constrained,positive_gaps,0.1,896,38,36
resource_constrained,positive_gaps,0.25,896,33,33
resource_constrained,positive_gaps,0.5,896,17,17
resource_constrained,positive_gaps,0.75,896,12,12
resource_constrained,monotone,0,897,36,33
resource_constrained,monotone,0.1,897,35,32
resource_constrained,monotone,0.25,897,25,25
resource_constrained,monotone,0.5,897,11,11
resource_constrained,monotone,0.75,897,8,8
resource_constrained,positive_gaps,0,897,36,33
resource_constrained,positive_gaps,0.1,897,35,32
resource_constrained,positive_gaps,0.25,897,28,28
resource_constrained,positive_gaps,0.5,897,11,11
resource_constrained,positive_gaps,0.75,897,8,8
resource_constrained,monotone,0,898,47,40
resource_constrained,monotone,0.1,898,46,39
resource_constrained,monotone,0.25,898,33,32
resource_constrained,monotone,0.5,898,14,14
resource_constrained,monotone,0.75,898,12,12
resource_constrained,positive_gaps,0,898,47,40
resource_constrained,positive_gaps,0.1,898,46,39
resource_constrained,positive_gaps,0.25,898,34,33
resource_constrained,positive_gaps,0.5,898,15,15
resource_constrained,positive_gaps,0.75,898,12,12
resource_constrained,monotone,0,899,33,33
resource_constrained,monotone,0.1,899,33,33
resource_constrained,monotone,0.25,899,27,27
resource_constrained,monotone,0.5,899,16,16
resource_constrained,monotone,0.75,899,14,14
resource_constrained,positive_gaps,0,899,33,33
resource_constrained,positive_gaps,0.1,899,33,33
resource_constrained,positive_gaps,0.25,899,28,28
resource_constrained,positive_gaps,0.5,899,18,18
resource_constrained,positive_gaps,0.75,899,15,15
resource_constrained,monotone,0,900,39,33
resource_constrained,monotone,0.1,900,38,32
resource_constrained,monotone,0.25,900,28,28
resource_constrained,monotone,0.5,900,15,15
resource_constrained,monotone,0.75,900,12,12
resource_constrained,positive_gaps,0,900,39,33
resource_constrained,positive_gaps,0.1,900,38,32
resource_constrained,positive_gaps,0.25,900,30,29
resource_constrained,positive_gaps,0.5,900,15,15
resource_constrained,positive_gaps,0.75,900,12,12
resource_constrained,monotone,0,901,39,34
resource_constrained,monotone,0.1,901,36,33
resource_constrained,monotone,0.25,901,28,27
resource_constrained,monotone,0.5,901,18,18
resource_constrained,monotone,0.75,901,14,14
resource_constrained,positive_gaps,0,901,39,34
resource_constrained,positive_gaps,0.1,901,37,33
resource_constrained,positive_gaps,0.25,901,29,28
resource_constrained,positive_gaps,0.5,901,21,20
resource_constrained,positive_gaps,0.75,901,14,14
resource_constrained,monotone,0,902,40,35
resource_constrained,monotone,0.1,902,39,35
resource_constrained,monotone,0.25,902,30,28
resource_constrained,monotone,0.5,902,16,14
resource_constrained,monotone,0.75,902,14,12
resource_constrained,positive_gaps,0,902,40,35
resource_constrained,positive_gaps,0.1,902,40,35
resource_constrained,positive_gaps,0.25,902,30,28
resource_constrained,positive_gaps,0.5,902,17,15
resource_constrained,positive_gaps,0.75,902,14,12
resource_constrained,monotone,0,903,41,37
resource_constrained,monotone,0.1,903,40,37
resource_constrained,monotone,0.25,903,31,30
resource_constrained,monotone,0.5,903,15,15
resource_constrained,monotone,0.75,903,13,13
resource_constrained,positive_gaps,0,903,41,37
resource_constrained,positive_gaps,0.1,903,41,37
resource_constrained,positive_gaps,0.25,903,32,31
resource_constrained,positive_gaps,0.5,903,17,17
resource_constrained,positive_gaps,0.75,903,13,13
resource_constrained,monotone,0,904,41,37
resource_constrained,monotone,0.1,904,40,37
resource_constrained,monotone,0.25,904,32,29
resource_constrained,monotone,0.5,904,14,14
resource_constrained,monotone,0.75,904,11,11
resource_constrained,positive_gaps,0,904,41,37
resource_constrained,positive_gaps,0.1,904,41,37
resource_constrained,positive_gaps,0.25,904,34,31
resource_constrained,positive_gaps,0.5,904,16,14
resource_constrained,positive_gaps,0.75,904,13,11
resource_constrained,monotone,0,905,40,35
resource_constrained,monotone,0.1,905,40,35
resource_constrained,monotone,0.25,905,32,29
resource_constrained,monotone,0.5,905,17,17
resource_constrained,monotone,0.75,905,14,14
resource_constrained,positive_gaps,0,905,40,35
resource_constrained,positive_gaps,0.1,905,40,35
resource_constrained,positive_gaps,0.25,905,33,30
resource_constrained,positive_gaps,0.5,905,18,18
resource_constrained,positive_gaps,0.75,905,14,14
resource_constrained,monotone,0,906,41,35
resource_constrained,monotone,0.1,906,39,34
resource_constrained,monotone,0.25,906,28,25
resource_constrained,monotone,0.5,906,12,12
resource_constrained,monotone,0.75,906,11,11
resource_constrained,positive_gaps,0,906,41,35
resource_constrained,positive_gaps,0.1,906,40,34
resource_constrained,positive_gaps,0.25,906,29,26
resource_constrained,positive_gaps,0.5,906,14,13
resource_constrained,positive_gaps,0.75,906,12,11
resource_constrained,monotone,0,907,38,34
resource_constrained,monotone,0.1,907,36,32
resource_constrained,monotone,0.25,907,28,27
resource_constrained,monotone,0.5,907,13,13
resource_constrained,monotone,0.75,907,10,10
resource_constrained,positive_gaps,0,907,38,34
resource_constrained,positive_gaps,0.1,907,36,32
resource_constrained,positive_gaps,0.25,907,29,28
resource_constrained,positive_gaps,0.5,907,13,13
resource_constrained,positive_gaps,0.75,907,10,10
resource_constrained,monotone,0,908,39,35
resource_constrained,monotone,0.1,908,38,34
resource_constrained,monotone,0.25,908,31,28
resource_constrained,monotone,0.5,908,16,16
resource_constrained,monotone,0.75,908,11,11
resource_constrained,positive_gaps,0,908,39,35
resource_constrained,positive_gaps,0.1,908,38,34
resource_constrained,positive_gaps,0.25,908,33,30
resource_constrained,positive_gaps,0.5,908,16,16
resource_constrained,positive_gaps,0.75,908,11,11
resource_constrained,monotone,0,909,42,35
resource_constrained,monotone,0.1,909,41,34
resource_constrained,monotone,0.25,909,34,29
resource_constrained,monotone,0.5,909,12,12
resource_constrained,monotone,0.75,909,9,9
resource_constrained,positive_gaps,0,909,42,35
resource_constrained,positive_gaps,0.1,909,41,34
resource_constrained,positive_gaps,0.25,909,35,30
resource_constrained,positive_gaps,0.5,909,13,13
resource_constrained,positive_gaps,0.75,909,9,9
resource_constrained,monotone,0,910,43,37
resource_constrained,monotone,0.1,910,41,36
resource_constrained,monotone,0.25,910,31,30
resource_constrained,monotone,0.5,910,18,18
resource_constrained,monotone,0.75,910,15,15
resource_constrained,positive_gaps,0,910,43,37
resource_constrained,positive_gaps,0.1,910,41,36
resource_constrained,positive_gaps,0.25,910,31,30
resource_constrained,positive_gaps,0.5,910,18,18
resource_constrained,positive_gaps,0.75,910,15,15
resource_constrained,monotone,0,911,37,35
resource_constrained,monotone,0.1,911,36,34
resource_constrained,monotone,0.25,911,28,27
resource_constrained,monotone,0.5,911,16,16
resource_constrained,monotone,0.75,911,11,11
resource_constrained,positive_gaps,0,911,37,35
resource_constrained,positive_gaps,0.1,911,36,34
resource_constrained,positive_gaps,0.25,911,30,29
resource_constrained,positive_gaps,0.5,911,17,17
resource_constrained,positive_gaps,0.75,911,11,11
resource_constrained,monotone,0,912,36,35
resource_constrained,monotone,0.1,912,35,34
resource_constrained,monotone,0.25,912,28,28
resource_constrained,monotone,0.5,912,14,14
resource_constrained,monotone,0.75,912,14,14
resource_constrained,positive_gaps,0,912,36,35
resource_constrained,positive_gaps,0.1,912,35,34
resource_constrained,positive_gaps,0.25,912,30,30
resource_constrained,positive_gaps,0.5,912,14,14
resource_constrained,positive_gaps,0.75,912,14,14
resource_constrained,monotone,0,913,38,35
resource_constrained,monotone,0.1,913,37,34
resource_constrained,monotone,0.25,913,26,25
resource_constrained,monotone,0.5,913,12,12
resource_constrained,monotone,0.75,913,11,11
resource_constrained,positive_gaps,0,913,38,35
resource_constrained,positive_gaps,0.1,913,37,34
resource_constrained,positive_gaps,0.25,913,27,26
resource_constrained,positive_gaps,0.5,913,16,15
resource_constrained,positive_gaps,0.75,913,12,11
resource_constrained,monotone,0,914,45,40
resource_constrained,monotone,0.1,914,43,39
resource_constrained,monotone,0.25,914,34,31
resource_constrained,monotone,0.5,914,15,15
resource_constrained,monotone,0.75,914,13,13
resource_constrained,positive_gaps,0,914,45,40
resource_constrained,positive_gaps,0.1,914,44,39
resource_constrained,positive_gaps,0.25,914,35,32
resource_constrained,positive_gaps,0.5,914,18,17
resource_constrained,positive_gaps,0.75,914,14,13
resource_constrained,monotone,0,915,49,42
resource_constrained,monotone,0.1,915,48,41
resource_constrained,monotone,0.25,915,41,35
resource_constrained,monotone,0.5,915,20,16
resource_constrained,monotone,0.75,915,17,14
resource_constrained,positive_gaps,0,915,49,42
resource_constrained,positive_gaps,0.1,915,48,41
resource_constrained,positive_gaps,0.25,915,43,37
resource_constrained,positive_gaps,0.5,915,21,17
resource_constrained,positive_gaps,0.75,915,17,14
resource_constrained,monotone,0,916,46,38
resource_constrained,monotone,0.1,916,45,37
resource_constrained,monotone,0.25,916,32,29
resource_constrained,monotone,0.5,916,15,15
resource_constrained,monotone,0.75,916,10,10
resource_constrained,positive_gaps,0,916,46,38
resource_constrained,positive_gaps,0.1,916,45,37
resource_constrained,positive_gaps,0.25,916,35,31
resource_constrained,positive_gaps,0.5,916,16,16
resource_constrained,positive_gaps,0.75,916,10,10
resource_constrained,monotone,0,917,44,36
resource_constrained,monotone,0.1,917,42,35
resource_constrained,monotone,0.25,917,31,29
resource_constrained,monotone,0.5,917,14,12
resource_constrained,monotone,0.75,917,12,10
resource_constrained,positive_gaps,0,917,44,36
resource_constrained,positive_gaps,0.1,917,43,35
resource_constrained,positive_gaps,0.25,917,32,30
resource_constrained,positive_gaps,0.5,917,16,14
resource_constrained,positive_gaps,0.75,917,13,11
resource_constrained,monotone,0,918,40,37
resource_constrained,monotone,0.1,918,40,37
resource_constrained,monotone,0.25,918,30,29
resource_constrained,monotone,0.5,918,16,16
resource_constrained,monotone,0.75,918,13,13
resource_constrained,positive_gaps,0,918,40,37
resource_constrained,positive_gaps,0.1,918,40,37
resource_constrained,positive_gaps,0.25,918,31,30
resource_constrained,positive_gaps,0.5,918,18,17
resource_constrained,positive_gaps,0.75,918,14,13
resource_constrained,monotone,0,919,36,35
resource_constrained,monotone,0.1,919,35,34
resource_constrained,monotone,0.25,919,29,29
resource_constrained,monotone,0.5,919,15,15
resource_constrained,monotone,0.75,919,14,14
resource_constrained,positive_gaps,0,919,36,35
resource_constrained,positive_gaps,0.1,919,35,34
resource_constrained,positive_gaps,0.25,919,30,30
resource_constrained,positive_gaps,0.5,919,17,17
resource_constrained,positive_gaps,0.75,919,14,14
resource_constrained,monotone,0,920,38,34
resource_constrained,monotone,0.1,920,37,33
resource_constrained,monotone,0.25,920,29,26
resource_constrained,monotone,0.5,920,13,13
resource_constrained,monotone,0.75,920,12,12
resource_constrained,positive_gaps,0,920,38,34
resource_constrained,positive_gaps,0.1,920,37,33
resource_constrained,positive_gaps,0.25,920,31,28
resource_constrained,positive_gaps,0.5,920,15,14
resource_constrained,positive_gaps,0.75,920,13,12
resource_constrained,monotone,0,921,35,32
resource_constrained,monotone,0.1,921,35,32
resource_constrained,monotone,0.25,921,27,27
resource_constrained,monotone,0.5,921,12,12
resource_constrained,monotone,0.75,921,11,11
resource_constrained,positive_gaps,0,921,35,32
resource_constrained,positive_gaps,0.1,921,35,32
resource_constrained,positive_gaps,0.25,921,28,28
resource_constrained,positive_gaps,0.5,921,13,13
resource_constrained,positive_gaps,0.75,921,11,11
resource_constrained,monotone,0,922,35,31
resource_constrained,monotone,0.1,922,35,31
resource_constrained,monotone,0.25,922,26,25
resource_constrained,monotone,0.5,922,15,15
resource_constrained,monotone,0.75,922,13,13
resource_constrained,positive_gaps,0,922,35,31
resource_constrained,positive_gaps,0.1,922,35,31
resource_constrained,positive_gaps,0.25,922,27,26
resource_constrained,positive_gaps,0.5,922,18,17
resource_constrained,positive_gaps,0.75,922,15,14
resource_constrained,monotone,0,923,44,37
resource_constrained,monotone,0.1,923,42,36
resource_constrained,monotone,0.25,923,32,30
resource_constrained,monotone,0.5,923,16,14
resource_constrained,monotone,0.75,923,13,11
resource_constrained,positive_gaps,0,923,44,37
resource_constrained,positive_gaps,0.1,923,42,36
resource_constrained,positive_gaps,0.25,923,33,31
resource_constrained,positive_gaps,0.5,923,18,16
resource_constrained,positive_gaps,0.75,923,13,11
resource_constrained,monotone,0,924,47,39
resource_constrained,monotone,0.1,924,44,38
resource_constrained,monotone,0.25,924,31,30
resource_constrained,monotone,0.5,924,13,13
resource_constrained,monotone,0.75,924,11,11
resource_constrained,positive_gaps,0,924,47,39
resource_constrained,positive_gaps,0.1,924,45,38
resource_constrained,positive_gaps,0.25,924,32,31
resource_constrained,positive_gaps,0.5,924,14,14
resource_constrained,positive_gaps,0.75,924,11,11
resource_constrained,monotone,0,925,47,39
resource_constrained,monotone,0.1,925,45,38
resource_constrained,monotone,0.25,925,30,29
resource_constrained,monotone,0.5,925,14,14
resource_constrained,monotone,0.75,925,10,10
resource_constrained,positive_gaps,0,925,47,39
resource_constrained,positive_gaps,0.1,925,46,38
resource_constrained,positive_gaps,0.25,925,30,29
resource_constrained,positive_gaps,0.5,925,16,16
resource_constrained,positive_gaps,0.75,925,10,10
resource_constrained,monotone,0,926,45,38
resource_constrained,monotone,0.1,926,43,37
resource_constrained,monotone,0.25,926,32,29
resource_constrained,monotone,0.5,926,17,17
