profile,draw,frontier_size,added,removed,jaccard,affordable_candidates,best_affordable_mean_hours_lost
high_capacity,315,12,3,0,0.75,15,13.08197917
resource_constrained,316,99,36,1,0.63,19,207.5997292
intermediate_capacity,316,28,7,1,0.724137931,67,24.93072917
high_capacity,316,12,3,0,0.75,16,13.06720833
resource_constrained,317,62,10,12,0.7027027027,30,155.6040833
intermediate_capacity,317,25,5,2,0.7407407407,82,21.05622917
high_capacity,317,9,0,0,1,16,13.06720833
resource_constrained,318,71,11,4,0.8,17,207.5997292
intermediate_capacity,318,29,8,1,0.7,47,25.49491667
high_capacity,318,9,0,0,1,16,13.06720833
resource_constrained,319,84,23,3,0.7011494253,15,207.5997292
intermediate_capacity,319,29,7,0,0.7586206897,29,34.79958333
high_capacity,319,10,1,0,0.9,14,13.11922917
resource_constrained,320,97,33,0,0.6597938144,14,207.6623542
intermediate_capacity,320,30,9,1,0.6774193548,50,25.49491667
high_capacity,320,12,3,0,0.75,16,13.06720833
resource_constrained,321,66,9,7,0.7808219178,23,207.5997292
intermediate_capacity,321,24,4,2,0.7692307692,67,21.05622917
high_capacity,321,11,2,0,0.8181818182,16,13.06720833
resource_constrained,322,76,18,6,0.7073170732,20,156.9935625
intermediate_capacity,322,26,6,2,0.7142857143,60,24.69104167
high_capacity,322,10,1,0,0.9,16,13.06720833
resource_constrained,323,83,23,4,0.6896551724,17,207.6623542
intermediate_capacity,323,28,11,5,0.5151515152,51,25.49491667
high_capacity,323,8,2,3,0.5454545455,16,13.06720833
resource_constrained,324,82,18,0,0.7804878049,48,152.3110833
intermediate_capacity,324,28,6,0,0.7857142857,96,18.05179167
high_capacity,324,12,3,0,0.75,16,13.06720833
resource_constrained,325,66,12,10,0.7105263158,22,156.9935625
intermediate_capacity,325,29,7,0,0.7586206897,67,24.10502083
high_capacity,325,9,0,0,1,16,13.06720833
resource_constrained,326,90,26,0,0.7111111111,13,207.5997292
intermediate_capacity,326,28,8,2,0.6666666667,42,25.49491667
high_capacity,326,12,3,0,0.75,16,13.06720833
resource_constrained,327,105,45,4,0.5504587156,19,207.6623542
intermediate_capacity,327,36,17,3,0.4871794872,46,33.0049375
high_capacity,327,14,5,0,0.6428571429,16,13.06720833
resource_constrained,328,74,16,6,0.725,12,207.6623542
intermediate_capacity,328,28,10,4,0.5625,40,25.49491667
high_capacity,328,9,3,3,0.5,15,13.08197917
resource_constrained,329,72,12,4,0.7894736842,20,205.5636667
intermediate_capacity,329,22,1,1,0.9130434783,67,21.58458333
high_capacity,329,9,0,0,1,16,13.06720833
resource_constrained,330,83,23,4,0.6896551724,17,156.9935625
intermediate_capacity,330,25,5,2,0.7407407407,62,24.33625
high_capacity,330,9,0,0,1,16,13.06720833
resource_constrained,331,75,17,6,0.7160493827,21,156.9935625
intermediate_capacity,331,26,8,4,0.6,58,24.5055625
high_capacity,331,10,3,2,0.5833333333,16,13.06720833
resource_constrained,332,78,17,3,0.7530864198,33,155.6040833
intermediate_capacity,332,27,5,0,0.8148148148,62,21.58458333
high_capacity,332,12,3,0,0.75,16,13.06720833
resource_constrained,333,85,26,5,0.6555555556,20,156.9935625
intermediate_capacity,333,27,7,2,0.6896551724,37,27.79154167
high_capacity,333,10,1,0,0.9,16,13.06720833
resource_constrained,334,108,44,0,0.5925925926,20,205.5636667
intermediate_capacity,334,39,17,0,0.5641025641,59,24.33625
high_capacity,334,10,1,0,0.9,16,13.06720833
resource_constrained,335,83,26,7,0.6333333333,18,207.5997292
intermediate_capacity,335,28,8,2,0.6666666667,33,34.79958333
high_capacity,335,9,0,0,1,15,13.08197917
resource_constrained,336,80,18,2,0.756097561,16,156.9935625
intermediate_capacity,336,33,12,1,0.6176470588,47,26.9125
high_capacity,336,10,1,0,0.9,16,13.06720833
resource_constrained,337,85,21,0,0.7529411765,20,156.9935625
intermediate_capacity,337,26,5,1,0.7777777778,70,21.05622917
high_capacity,337,10,1,0,0.9,16,13.06720833
resource_constrained,338,65,7,6,0.8169014085,13,207.6623542
intermediate_capacity,338,24,2,0,0.9166666667,38,26.9125
high_capacity,338,9,0,0,1,14,13.11922917
resource_constrained,339,97,33,0,0.6597938144,13,207.6623542
intermediate_capacity,339,34,12,0,0.6470588235,45,24.93072917
high_capacity,339,13,4,0,0.6923076923,15,13.08197917
resource_constrained,340,65,9,8,0.7671232877,10,207.5997292
intermediate_capacity,340,27,5,0,0.8148148148,44,25.49491667
high_capacity,340,9,0,0,1,15,13.08197917
resource_constrained,341,68,12,8,0.7368421053,15,156.9935625
intermediate_capacity,341,26,6,2,0.7142857143,72,19.73402083
high_capacity,341,8,0,1,0.8888888889,16,13.06720833
resource_constrained,342,102,38,0,0.6274509804,24,205.5636667
intermediate_capacity,342,36,14,0,0.6111111111,54,24.33625
high_capacity,342,11,2,0,0.8181818182,16,13.06720833
resource_constrained,343,103,42,3,0.5754716981,23,205.5636667
intermediate_capacity,343,34,14,2,0.5555555556,41,27.79154167
high_capacity,343,12,3,0,0.75,16,13.06720833
resource_constrained,344,63,7,8,0.7887323944,22,156.9935625
intermediate_capacity,344,23,3,2,0.8,52,21.05622917
high_capacity,344,10,1,0,0.9,16,13.06720833
resource_constrained,345,72,16,8,0.7,14,207.6623542
intermediate_capacity,345,31,9,0,0.7096774194,39,27.79154167
high_capacity,345,12,3,0,0.75,15,13.08197917
resource_constrained,346,92,31,3,0.6421052632,24,207.5997292
intermediate_capacity,346,37,16,1,0.5526315789,58,24.5055625
high_capacity,346,12,3,0,0.75,16,13.06720833
resource_constrained,347,82,20,2,0.7380952381,15,207.6623542
intermediate_capacity,347,25,7,4,0.6206896552,53,24.5055625
high_capacity,347,8,2,3,0.5454545455,16,13.06720833
resource_constrained,348,89,26,1,0.7,16,156.9935625
intermediate_capacity,348,30,8,0,0.7333333333,68,24.33625
high_capacity,348,9,1,1,0.8,16,13.06720833
resource_constrained,349,72,11,3,0.8133333333,14,156.9935625
intermediate_capacity,349,27,5,0,0.8148148148,39,26.9125
high_capacity,349,10,1,0,0.9,15,13.08197917
resource_constrained,350,70,11,5,0.7866666667,20,156.9935625
intermediate_capacity,350,21,4,5,0.6538461538,66,21.05622917
high_capacity,350,7,1,3,0.6,16,13.06720833
resource_constrained,351,83,24,5,0.6704545455,13,207.5997292
intermediate_capacity,351,25,7,4,0.6206896552,30,33.0049375
high_capacity,351,12,3,0,0.75,15,13.08197917
resource_constrained,352,80,16,0,0.8,16,156.9935625
intermediate_capacity,352,24,2,0,0.9166666667,50,26.9125
high_capacity,352,9,0,0,1,16,13.06720833
resource_constrained,353,75,13,2,0.8051948052,14,207.5997292
intermediate_capacity,353,27,5,0,0.8148148148,50,24.69104167
high_capacity,353,12,3,0,0.75,16,13.06720833
resource_constrained,354,64,9,9,0.7534246575,13,200.584375
intermediate_capacity,354,22,2,2,0.8333333333,31,27.79154167
high_capacity,354,9,0,0,1,15,13.08197917
resource_constrained,355,63,5,6,0.8405797101,13,156.9935625
intermediate_capacity,355,23,2,1,0.875,60,24.10502083
high_capacity,355,8,0,1,0.8888888889,16,13.06720833
resource_constrained,356,72,16,8,0.7,25,156.85825
intermediate_capacity,356,25,8,5,0.5666666667,62,24.5055625
high_capacity,356,6,0,3,0.6666666667,16,13.06720833
resource_constrained,357,59,3,8,0.8358208955,15,207.5997292
intermediate_capacity,357,23,1,0,0.9565217391,40,26.9125
high_capacity,357,9,0,0,1,15,13.08197917
resource_constrained,358,88,26,2,0.6888888889,15,207.5997292
intermediate_capacity,358,31,11,2,0.6060606061,52,21.05622917
high_capacity,358,12,3,0,0.75,15,13.08197917
resource_constrained,359,96,35,3,0.6161616162,22,205.5636667
intermediate_capacity,359,37,15,0,0.5945945946,75,19.73402083
high_capacity,359,13,4,0,0.6923076923,16,13.06720833
resource_constrained,360,101,37,0,0.6336633663,24,205.5636667
intermediate_capacity,360,29,8,1,0.7,77,20.11314583
high_capacity,360,14,5,0,0.6428571429,16,13.06720833
resource_constrained,361,75,16,5,0.7375,14,156.9935625
intermediate_capacity,361,29,9,2,0.6451612903,58,24.5055625
high_capacity,361,8,1,2,0.7,16,13.06720833
resource_constrained,362,88,28,4,0.652173913,18,156.9935625
intermediate_capacity,362,28,8,2,0.6666666667,45,24.33625
high_capacity,362,9,0,0,1,15,13.08197917
resource_constrained,363,98,35,1,0.6363636364,22,156.9935625
intermediate_capacity,363,33,12,1,0.6176470588,50,24.5055625
high_capacity,363,12,3,0,0.75,16,13.06720833
resource_constrained,364,76,12,0,0.8421052632,11,207.5997292
intermediate_capacity,364,24,3,1,0.84,31,34.79958333
high_capacity,364,9,0,0,1,15,13.08197917
resource_constrained,365,83,23,4,0.6896551724,22,156.9935625
intermediate_capacity,365,29,9,2,0.6451612903,52,24.93072917
high_capacity,365,8,0,1,0.8888888889,16,13.06720833
resource_constrained,366,83,19,0,0.7710843373,14,207.6623542
intermediate_capacity,366,27,5,0,0.8148148148,42,26.9125
high_capacity,366,8,0,1,0.8888888889,15,13.08197917
resource_constrained,367,86,24,2,0.7045454545,23,207.5997292
intermediate_capacity,367,28,7,1,0.724137931,70,21.58458333
high_capacity,367,11,2,0,0.8181818182,16,13.06720833
resource_constrained,368,70,14,8,0.7179487179,18,156.9935625
intermediate_capacity,368,24,4,2,0.7692307692,58,21.58458333
high_capacity,368,10,1,0,0.9,16,13.06720833
resource_constrained,369,107,43,0,0.5981308411,17,207.6623542
intermediate_capacity,369,36,14,0,0.6111111111,42,24.33625
high_capacity,369,11,2,0,0.8181818182,14,13.11922917
resource_constrained,370,81,20,3,0.7261904762,13,207.5997292
intermediate_capacity,370,28,8,2,0.6666666667,37,25.49491667
high_capacity,370,12,3,0,0.75,16,13.06720833
resource_constrained,371,103,39,0,0.6213592233,18,205.5636667
intermediate_capacity,371,32,11,1,0.6363636364,68,21.58458333
high_capacity,371,11,2,0,0.8181818182,16,13.06720833
resource_constrained,372,74,15,5,0.746835443,13,207.5997292
intermediate_capacity,372,28,6,0,0.7857142857,38,27.79154167
high_capacity,372,12,3,0,0.75,15,13.08197917
resource_constrained,373,71,7,0,0.9014084507,34,156.9935625
intermediate_capacity,373,29,7,0,0.7586206897,76,21.05622917
high_capacity,373,9,0,0,1,16,13.06720833
resource_constrained,374,80,19,3,0.734939759,23,156.9935625
intermediate_capacity,374,30,9,1,0.6774193548,58,24.5055625
high_capacity,374,12,3,0,0.75,16,13.06720833
resource_constrained,375,110,46,0,0.5818181818,19,207.6623542
intermediate_capacity,375,39,17,0,0.5641025641,59,24.33625
high_capacity,375,12,3,0,0.75,16,13.06720833
resource_constrained,376,99,35,0,0.6464646465,30,200.7844167
intermediate_capacity,376,31,10,1,0.65625,54,20.11314583
high_capacity,376,13,4,0,0.6923076923,16,13.06720833
resource_constrained,377,96,36,4,0.6,18,207.5997292
intermediate_capacity,377,38,16,0,0.5789473684,43,24.93072917
high_capacity,377,10,1,0,0.9,15,13.08197917
resource_constrained,378,64,6,6,0.8285714286,13,156.9935625
intermediate_capacity,378,25,4,1,0.8076923077,57,21.05622917
high_capacity,378,9,1,1,0.8,16,13.06720833
resource_constrained,379,72,12,4,0.7894736842,17,156.9935625
intermediate_capacity,379,27,5,0,0.8148148148,54,21.05622917
high_capacity,379,12,3,0,0.75,15,13.08197917
resource_constrained,380,84,26,6,0.6444444444,19,205.5636667
intermediate_capacity,380,28,9,3,0.6129032258,47,27.79154167
high_capacity,380,12,3,0,0.75,16,13.06720833
resource_constrained,381,94,30,0,0.6808510638,16,207.6623542
intermediate_capacity,381,31,9,0,0.7096774194,49,24.93072917
high_capacity,381,12,3,0,0.75,16,13.06720833
resource_constrained,382,82,20,2,0.7380952381,14,207.5997292
intermediate_capacity,382,31,9,0,0.7096774194,40,27.79154167
high_capacity,382,9,0,0,1,15,13.08197917
resource_constrained,383,87,24,1,0.7159090909,11,207.5997292
intermediate_capacity,383,25,3,0,0.88,46,27.79154167
high_capacity,383,10,1,0,0.9,16,13.06720833
resource_constrained,384,105,43,2,0.5794392523,24,156.9935625
intermediate_capacity,384,42,20,0,0.5238095238,50,27.79154167
high_capacity,384,10,1,0,0.9,16,13.06720833
resource_constrained,385,85,22,1,0.7325581395,17,205.5636667
intermediate_capacity,385,28,6,0,0.7857142857,54,21.58458333
high_capacity,385,10,1,0,0.9,16,13.06720833
resource_constrained,386,64,3,3,0.9104477612,15,207.5997292
intermediate_capacity,386,23,1,0,0.9565217391,41,24.93072917
high_capacity,386,8,0,1,0.8888888889,15,13.08197917
resource_constrained,387,88,24,0,0.7272727273,18,156.9935625
intermediate_capacity,387,37,15,0,0.5945945946,46,26.9125
high_capacity,387,8,0,1,0.8888888889,16,13.06720833
resource_constrained,388,64,8,8,0.7777777778,14,156.9935625
intermediate_capacity,388,24,5,3,0.7037037037,43,21.58458333
high_capacity,388,11,3,1,0.6666666667,15,13.08197917
resource_constrained,389,61,6,9,0.7857142857,23,156.9935625
intermediate_capacity,389,23,3,2,0.8,64,20.11314583
high_capacity,389,11,3,1,0.6666666667,16,13.06720833
resource_constrained,390,77,21,8,0.6588235294,22,205.5636667
intermediate_capacity,390,31,9,0,0.7096774194,61,24.33625
high_capacity,390,8,0,1,0.8888888889,16,13.06720833
resource_constrained,391,54,2,12,0.7878787879,19,156.9935625
intermediate_capacity,391,21,1,2,0.8695652174,51,21.05622917
high_capacity,391,9,1,1,0.8,16,13.06720833
resource_constrained,392,75,13,2,0.8051948052,29,155.6040833
intermediate_capacity,392,29,7,0,0.7586206897,56,21.58458333
high_capacity,392,10,1,0,0.9,16,13.06720833
resource_constrained,393,88,24,0,0.7272727273,12,207.6623542
intermediate_capacity,393,31,9,0,0.7096774194,35,27.79154167
high_capacity,393,10,1,0,0.9,14,13.11922917
resource_constrained,394,62,5,7,0.8260869565,23,156.9935625
intermediate_capacity,394,22,3,3,0.76,58,21.05622917
high_capacity,394,9,1,1,0.8,16,13.06720833
resource_constrained,395,59,2,7,0.8636363636,21,156.9935625
intermediate_capacity,395,23,1,0,0.9565217391,70,21.05622917
high_capacity,395,9,0,0,1,16,13.06720833
resource_constrained,396,76,14,2,0.7948717949,25,156.9935625
intermediate_capacity,396,27,5,0,0.8148148148,48,24.33625
high_capacity,396,10,1,0,0.9,16,13.06720833
resource_constrained,397,77,15,2,0.7848101266,12,207.6623542
intermediate_capacity,397,28,6,0,0.7857142857,53,24.33625
high_capacity,397,11,2,0,0.8181818182,15,13.08197917
resource_constrained,398,97,36,3,0.61,14,207.6623542
intermediate_capacity,398,38,16,0,0.5789473684,65,24.33625
high_capacity,398,9,1,1,0.8,16,13.06720833
resource_constrained,399,90,26,0,0.7111111111,18,156.9935625
intermediate_capacity,399,31,9,0,0.7096774194,52,24.33625
high_capacity,399,9,0,0,1,16,13.06720833
resource_constrained,400,65,7,6,0.8169014085,14,156.9935625
intermediate_capacity,400,24,4,2,0.7692307692,40,26.9125
high_capacity,400,10,1,0,0.9,15,13.08197917
resource_constrained,401,84,23,3,0.7011494253,16,156.9935625
intermediate_capacity,401,31,11,2,0.6060606061,61,24.33625
high_capacity,401,9,1,1,0.8,16,13.06720833
resource_constrained,402,77,15,2,0.7848101266,17,156.9935625
intermediate_capacity,402,30,8,0,0.7333333333,42,24.33625
high_capacity,402,9,0,0,1,15,13.08197917
resource_constrained,403,89,25,0,0.7191011236,18,207.5997292
intermediate_capacity,403,31,9,0,0.7096774194,42,24.93072917
high_capacity,403,11,2,0,0.8181818182,15,13.08197917
resource_constrained,404,64,4,4,0.8823529412,19,156.9935625
intermediate_capacity,404,23,2,1,0.875,51,21.05622917
high_capacity,404,12,3,0,0.75,15,13.08197917
resource_constrained,405,80,16,0,0.8,12,207.5997292
intermediate_capacity,405,26,4,0,0.8461538462,38,25.49491667
high_capacity,405,11,2,0,0.8181818182,15,13.08197917
resource_constrained,406,84,20,0,0.7619047619,14,156.9935625
intermediate_capacity,406,24,3,1,0.84,52,25.49491667
high_capacity,406,9,0,0,1,16,13.06720833
resource_constrained,407,77,19,6,0.6987951807,19,205.5636667
intermediate_capacity,407,28,7,1,0.724137931,48,21.58458333
high_capacity,407,12,3,0,0.75,15,13.08197917
resource_constrained,408,92,28,0,0.6956521739,20,207.5997292
intermediate_capacity,408,26,5,1,0.7777777778,65,21.58458333
high_capacity,408,11,2,0,0.8181818182,16,13.06720833
resource_constrained,409,86,22,0,0.7441860465,13,207.5997292
intermediate_capacity,409,26,4,0,0.8461538462,41,27.79154167
high_capacity,409,11,2,0,0.8181818182,16,13.06720833
resource_constrained,410,88,24,0,0.7272727273,14,207.5997292
intermediate_capacity,410,35,13,0,0.6285714286,51,24.93072917
high_capacity,410,8,0,1,0.8888888889,16,13.06720833
resource_constrained,411,84,21,1,0.7411764706,13,207.6623542
intermediate_capacity,411,27,6,1,0.75,50,24.5055625
high_capacity,411,13,4,0,0.6923076923,15,13.08197917
resource_constrained,412,74,16,6,0.725,21,156.9935625
intermediate_capacity,412,26,7,3,0.6551724138,47,24.5055625
high_capacity,412,10,1,0,0.9,16,13.06720833
resource_constrained,413,55,0,9,0.859375,29,156.9935625
intermediate_capacity,413,21,1,2,0.8695652174,80,20.11314583
high_capacity,413,8,0,1,0.8888888889,16,13.06720833
resource_constrained,414,89,27,2,0.6813186813,18,207.5997292
intermediate_capacity,414,36,14,0,0.6111111111,45,27.79154167
high_capacity,414,9,1,1,0.8,16,13.06720833
resource_constrained,415,76,12,0,0.8421052632,10,207.5997292
intermediate_capacity,415,24,2,0,0.9166666667,32,27.79154167
high_capacity,415,9,0,0,1,15,13.08197917
resource_constrained,416,77,17,4,0.7407407407,21,207.5997292
intermediate_capacity,416,24,4,2,0.7692307692,61,24.5055625
high_capacity,416,11,2,0,0.8181818182,16,13.06720833
resource_constrained,417,70,12,6,0.7631578947,19,156.9935625
intermediate_capacity,417,24,4,2,0.7692307692,43,26.9125
high_capacity,417,8,0,1,0.8888888889,16,13.06720833
resource_constrained,418,58,1,7,0.8769230769,16,156.9935625
intermediate_capacity,418,22,1,1,0.9130434783,51,21.58458333
high_capacity,418,10,1,0,0.9,16,13.06720833
resource_constrained,419,87,25,2,0.6966292135,15,207.5997292
intermediate_capacity,419,28,7,1,0.724137931,44,24.93072917
high_capacity,419,13,4,0,0.6923076923,15,13.08197917
resource_constrained,420,71,12,5,0.7763157895,17,156.9935625
intermediate_capacity,420,25,3,0,0.88,52,24.33625
high_capacity,420,8,0,1,0.8888888889,16,13.06720833
resource_constrained,421,59,2,7,0.8636363636,22,156.9935625
intermediate_capacity,421,21,1,2,0.8695652174,59,21.58458333
high_capacity,421,8,0,1,0.8888888889,16,13.06720833
resource_constrained,422,85,24,3,0.6931818182,22,200.584375
intermediate_capacity,422,28,8,2,0.6666666667,45,33.0049375
high_capacity,422,11,2,0,0.8181818182,16,13.06720833
resource_constrained,423,91,28,1,0.6847826087,16,156.9935625
intermediate_capacity,423,25,4,1,0.8076923077,42,24.33625
high_capacity,423,12,3,0,0.75,15,13.08197917
resource_constrained,424,77,22,9,0.6395348837,23,156.9935625
intermediate_capacity,424,29,8,1,0.7,50,26.9125
high_capacity,424,8,0,1,0.8888888889,16,13.06720833
resource_constrained,425,80,22,6,0.6744186047,16,207.5997292
intermediate_capacity,425,28,7,1,0.724137931,45,26.9125
high_capacity,425,12,3,0,0.75,15,13.08197917
resource_constrained,426,84,22,2,0.7209302326,17,207.5997292
intermediate_capacity,426,30,8,0,0.7333333333,38,33.0049375
high_capacity,426,9,0,0,1,16,13.06720833
resource_constrained,427,84,22,2,0.7209302326,21,156.9935625
intermediate_capacity,427,31,9,0,0.7096774194,43,24.93072917
high_capacity,427,11,2,0,0.8181818182,15,13.08197917
resource_constrained,428,101,38,1,0.6176470588,18,207.5997292
intermediate_capacity,428,34,12,0,0.6470588235,51,27.79154167
high_capacity,428,12,3,0,0.75,16,13.06720833
resource_constrained,429,80,22,6,0.6744186047,18,156.9935625
intermediate_capacity,429,28,10,4,0.5625,56,24.5055625
high_capacity,429,11,3,1,0.6666666667,16,13.06720833
resource_constrained,430,66,9,7,0.7808219178,16,156.9935625
intermediate_capacity,430,22,3,3,0.76,49,21.58458333
high_capacity,430,11,3,1,0.6666666667,16,13.06720833
resource_constrained,431,78,19,5,0.7108433735,15,156.9935625
intermediate_capacity,431,33,12,1,0.6176470588,36,27.79154167
high_capacity,431,8,1,2,0.7,15,13.08197917
resource_constrained,432,80,19,3,0.734939759,16,156.9935625
intermediate_capacity,432,20,3,5,0.68,44,24.93072917
high_capacity,432,11,2,0,0.8181818182,16,13.06720833
resource_constrained,433,115,51,0,0.5565217391,15,205.5636667
intermediate_capacity,433,38,16,0,0.5789473684,43,24.33625
high_capacity,433,11,2,0,0.8181818182,15,13.08197917
resource_constrained,434,93,31,2,0.6526315789,25,156.9935625
intermediate_capacity,434,41,19,0,0.5365853659,56,26.9125
high_capacity,434,9,1,1,0.8,16,13.06720833
resource_constrained,435,73,13,4,0.7792207792,18,207.5997292
intermediate_capacity,435,26,5,1,0.7777777778,53,24.5055625
high_capacity,435,11,2,0,0.8181818182,16,13.06720833
resource_constrained,436,81,17,0,0.7901234568,13,156.9935625
intermediate_capacity,436,27,6,1,0.75,41,26.9125
high_capacity,436,10,1,0,0.9,15,13.08197917
resource_constrained,437,93,29,0,0.688172043,18,205.5636667
intermediate_capacity,437,30,8,0,0.7333333333,38,24.93072917
high_capacity,437,9,0,0,1,15,13.08197917
resource_constrained,438,89,27,2,0.6813186813,29,156.9935625
intermediate_capacity,438,35,14,1,0.5833333333,82,20.11314583
high_capacity,438,9,1,1,0.8,16,13.06720833
resource_constrained,439,80,16,0,0.8,19,205.5636667
intermediate_capacity,439,27,5,0,0.8148148148,57,20.11314583
high_capacity,439,10,1,0,0.9,16,13.06720833
resource_constrained,440,84,24,4,0.6818181818,12,207.5997292
intermediate_capacity,440,33,11,0,0.6666666667,34,27.79154167
high_capacity,440,13,4,0,0.6923076923,14,13.11922917
resource_constrained,441,76,16,4,0.75,21,156.9935625
intermediate_capacity,441,26,6,2,0.7142857143,40,26.9125
high_capacity,441,9,0,0,1,16,13.06720833
resource_constrained,442,66,9,7,0.7808219178,15,156.9935625
intermediate_capacity,442,23,3,2,0.8,49,25.49491667
high_capacity,442,7,0,2,0.7777777778,16,13.06720833
resource_constrained,443,68,9,5,0.8082191781,18,155.6040833
intermediate_capacity,443,27,5,0,0.8148148148,52,21.58458333
high_capacity,443,10,1,0,0.9,15,13.08197917
resource_constrained,444,75,17,6,0.7160493827,17,207.6623542
intermediate_capacity,444,34,13,1,0.6,41,24.5055625
high_capacity,444,12,3,0,0.75,15,13.08197917
resource_constrained,445,90,29,3,0.6559139785,20,205.2228542
intermediate_capacity,445,28,6,0,0.7857142857,48,24.93072917
high_capacity,445,9,0,0,1,16,13.06720833
resource_constrained,446,78,17,3,0.7530864198,25,156.9935625
intermediate_capacity,446,31,9,0,0.7096774194,68,24.10502083
high_capacity,446,12,3,0,0.75,16,13.06720833
resource_constrained,447,88,27,3,0.6703296703,19,207.6623542
intermediate_capacity,447,31,9,0,0.7096774194,66,21.05622917
high_capacity,447,11,2,0,0.8181818182,16,13.06720833
resource_constrained,448,88,33,9,0.5670103093,19,207.6623542
intermediate_capacity,448,36,14,0,0.6111111111,46,24.93072917
high_capacity,448,9,0,0,1,16,13.06720833
resource_constrained,449,78,18,4,0.7317073171,20,155.6040833
intermediate_capacity,449,27,5,0,0.8148148148,53,24.33625
high_capacity,449,9,0,0,1,16,13.06720833
resource_constrained,450,79,17,2,0.7654320988,14,207.5997292
intermediate_capacity,450,26,4,0,0.8461538462,58,24.93072917
high_capacity,450,9,1,1,0.8,16,13.06720833
resource_constrained,451,72,12,4,0.7894736842,18,207.5997292
intermediate_capacity,451,26,4,0,0.8461538462,40,27.79154167
high_capacity,451,8,0,1,0.8888888889,16,13.06720833
resource_constrained,452,81,20,3,0.7261904762,22,207.5997292
intermediate_capacity,452,24,4,2,0.7692307692,60,20.11314583
high_capacity,452,12,3,0,0.75,16,13.06720833
resource_constrained,453,79,15,0,0.8101265823,14,207.5997292
intermediate_capacity,453,30,8,0,0.7333333333,48,24.33625
high_capacity,453,8,0,1,0.8888888889,15,13.08197917
resource_constrained,454,101,39,2,0.6019417476,22,205.5636667
intermediate_capacity,454,34,14,2,0.5555555556,58,24.93072917
high_capacity,454,9,0,0,1,16,13.06720833
resource_constrained,455,68,10,6,0.7837837838,22,156.9935625
intermediate_capacity,455,25,3,0,0.88,58,21.58458333
high_capacity,455,10,1,0,0.9,16,13.06720833
resource_constrained,456,83,19,0,0.7710843373,15,207.5997292
intermediate_capacity,456,28,7,1,0.724137931,48,24.93072917
high_capacity,456,9,0,0,1,16,13.06720833
resource_constrained,457,76,16,4,0.75,28,156.9935625
intermediate_capacity,457,18,3,7,0.6,80,20.11314583
high_capacity,457,10,1,0,0.9,16,13.06720833
resource_constrained,458,73,12,3,0.8026315789,17,156.9935625
intermediate_capacity,458,28,6,0,0.7857142857,48,24.33625
high_capacity,458,9,0,0,1,15,13.08197917
resource_constrained,459,62,6,8,0.8,11,205.5636667
intermediate_capacity,459,22,3,3,0.76,48,24.5055625
high_capacity,459,8,0,1,0.8888888889,16,13.06720833
resource_constrained,460,63,9,10,0.7397260274,21,156.9935625
intermediate_capacity,460,23,4,3,0.7307692308,45,24.5055625
high_capacity,460,11,3,1,0.6666666667,16,13.06720833
resource_constrained,461,61,8,11,0.7361111111,18,156.9935625
intermediate_capacity,461,24,4,2,0.7692307692,52,24.33625
high_capacity,461,9,0,0,1,16,13.06720833
resource_constrained,462,84,28,8,0.6086956522,21,200.7844167
intermediate_capacity,462,25,5,2,0.7407407407,40,24.93072917
high_capacity,462,10,1,0,0.9,15,13.08197917
resource_constrained,463,100,37,1,0.6237623762,18,207.5997292
intermediate_capacity,463,33,11,0,0.6666666667,33,27.79154167
high_capacity,463,10,1,0,0.9,14,13.11922917
resource_constrained,464,75,14,3,0.7820512821,14,207.5997292
intermediate_capacity,464,26,4,0,0.8461538462,46,26.9125
high_capacity,464,9,1,1,0.8,16,13.06720833
resource_constrained,465,79,17,2,0.7654320988,15,207.6623542
intermediate_capacity,465,29,7,0,0.7586206897,51,25.49491667
high_capacity,465,12,3,0,0.75,15,13.08197917
resource_constrained,466,72,17,9,0.6790123457,24,156.9935625
intermediate_capacity,466,24,4,2,0.7692307692,64,21.58458333
high_capacity,466,9,0,0,1,16,13.06720833
resource_constrained,467,71,11,4,0.8,17,156.9935625
intermediate_capacity,467,25,3,0,0.88,64,21.58458333
high_capacity,467,9,0,0,1,16,13.06720833
resource_constrained,468,74,12,2,0.8157894737,16,156.9935625
intermediate_capacity,468,27,5,0,0.8148148148,39,27.79154167
high_capacity,468,9,0,0,1,16,13.06720833
resource_constrained,469,105,41,0,0.6095238095,16,207.6623542
intermediate_capacity,469,32,10,0,0.6875,63,24.33625
high_capacity,469,9,1,1,0.8,16,13.06720833
resource_constrained,470,62,6,8,0.8,13,207.5997292
intermediate_capacity,470,27,5,0,0.8148148148,37,27.79154167
high_capacity,470,9,0,0,1,15,13.08197917
resource_constrained,471,97,33,0,0.6597938144,22,205.5636667
intermediate_capacity,471,36,14,0,0.6111111111,52,24.33625
high_capacity,471,11,2,0,0.8181818182,15,13.08197917
resource_constrained,472,74,16,6,0.725,30,156.9935625
intermediate_capacity,472,37,15,0,0.5945945946,69,20.11314583
high_capacity,472,10,1,0,0.9,16,13.06720833
resource_constrained,473,94,33,3,0.6288659794,18,205.5636667
intermediate_capacity,473,29,9,2,0.6451612903,44,27.79154167
high_capacity,473,12,3,0,0.75,16,13.06720833
resource_constrained,474,75,13,2,0.8051948052,41,156.9935625
intermediate_capacity,474,23,3,2,0.8,66,19.73402083
high_capacity,474,12,3,0,0.75,16,13.06720833
resource_constrained,475,71,15,8,0.7088607595,23,200.7844167
