portfolio,attacker,trial,weighted_service_hours_lost,catastrophic,identity_compromised,total_compromised
isolated_backups,adaptive,50,169.15,1,1,266
isolated_backups,naive,51,135.45000000000002,1,1,242
isolated_backups,adaptive,51,113.42500000000001,1,1,285
isolated_backups,naive,52,121.575,1,1,171
isolated_backups,adaptive,52,145.17499999999998,1,1,190
isolated_backups,naive,53,169.57500000000002,1,1,221
isolated_backups,adaptive,53,156.475,1,1,254
isolated_backups,naive,54,155.72500000000002,1,1,182
isolated_backups,adaptive,54,116.825,1,1,216
isolated_backups,naive,55,153.32500000000002,1,1,216
isolated_backups,adaptive,55,154.025,1,1,244
isolated_backups,naive,56,121.52500000000002,1,1,224
isolated_backups,adaptive,56,108.05,1,1,257
isolated_backups,naive,57,188.39999999999998,1,1,232
isolated_backups,adaptive,57,139.05,1,1,266
isolated_backups,naive,58,194.70000000000002,1,1,189
isolated_backups,adaptive,58,102.74999999999999,1,1,222
isolated_backups,naive,59,138.15,1,1,178
isolated_backups,adaptive,59,168.65,1,1,203
full_defense,naive,0,0.0,0,0,2
full_defense,adaptive,0,0.0,0,0,24
full_defense,naive,1,6.2,0,0,1
full_defense,adaptive,1,6.2,0,0,1
full_defense,naive,2,7.900000000000001,0,0,8
full_defense,adaptive,2,49.2,1,1,113
full_defense,naive,3,0.0,0,0,7
full_defense,adaptive,3,20.75,1,0,24
full_defense,naive,4,0.0,0,0,1
full_defense,adaptive,4,78.775,1,1,50
full_defense,naive,5,0.0,0,0,1
full_defense,adaptive,5,0.0,0,0,4
full_defense,naive,6,0.0,0,0,2
full_defense,adaptive,6,5.1,1,1,12
full_defense,naive,7,4.7,0,1,2
full_defense,adaptive,7,93.95,1,1,129
full_defense,naive,8,0.0,0,0,5
full_defense,adaptive,8,42.175,1,1,56
full_defense,naive,9,4.6,0,0,2
full_defense,adaptive,9,35.425,1,0,60
full_defense,naive,10,0.0,0,0,1
full_defense,adaptive,10,0.0,0,0,1
full_defense,naive,11,16.35,1,0,3
full_defense,adaptive,11,0.0,0,0,3
full_defense,naive,12,2.4000000000000004,0,0,2
full_defense,adaptive,12,1.6,0,0,3
full_defense,naive,13,11.000000000000002,0,0,1
full_defense,adaptive,13,80.025,1,1,160
full_defense,naive,14,0.0,0,0,4
full_defense,adaptive,14,76.825,1,1,115
full_defense,naive,15,14.3,0,0,2
full_defense,adaptive,15,5.0,0,0,32
full_defense,naive,16,0.0,0,0,1
full_defense,adaptive,16,2.5999999999999996,0,0,2
full_defense,naive,17,2.0,0,0,1
full_defense,adaptive,17,6.8,0,0,3
full_defense,naive,18,0.0,0,0,1
full_defense,adaptive,18,0.0,0,0,3
full_defense,naive,19,0.0,0,0,1
full_defense,adaptive,19,70.05,1,1,127
full_defense,naive,20,0.0,0,0,1
full_defense,adaptive,20,0.0,0,0,2
full_defense,naive,21,0.0,0,0,1
full_defense,adaptive,21,0.0,0,0,2
full_defense,naive,22,1.4,0,0,2
full_defense,adaptive,22,10.6,0,0,39
full_defense,naive,23,0.0,0,0,2
full_defense,adaptive,23,111.67499999999998,1,1,63
full_defense,naive,24,4.0,0,0,1
full_defense,adaptive,24,2.4000000000000004,0,0,2
full_defense,naive,25,16.400000000000002,0,0,1
full_defense,adaptive,25,16.400000000000002,0,0,1
full_defense,naive,26,0.0,0,0,1
full_defense,adaptive,26,0.0,0,0,1
full_defense,naive,27,8.4,0,1,2
full_defense,adaptive,27,8.4,0,1,2
full_defense,naive,28,12.6,0,0,1
full_defense,adaptive,28,12.6,0,0,1
full_defense,naive,29,2.0,0,0,1
full_defense,adaptive,29,0.0,0,0,2
full_defense,naive,30,3.2,0,0,1
full_defense,adaptive,30,2.5999999999999996,0,0,2
full_defense,naive,31,1.6,0,0,1
full_defense,adaptive,31,12.925,1,1,9
full_defense,naive,32,0.0,0,0,1
full_defense,adaptive,32,3.6,0,0,9
full_defense,naive,33,0.0,0,0,1
full_defense,adaptive,33,1.2,0,0,22
full_defense,naive,34,0.0,0,0,1
full_defense,adaptive,34,0.0,0,0,1
full_defense,naive,35,0.0,0,0,1
full_defense,adaptive,35,0.0,0,0,1
full_defense,naive,36,10.8,0,0,2
full_defense,adaptive,36,0.0,0,0,5
full_defense,naive,37,0.0,0,0,3
full_defense,adaptive,37,61.5,1,1,82
full_defense,naive,38,3.15,1,0,10
full_defense,adaptive,38,78.625,1,1,149
full_defense,naive,39,3.4,0,0,1
full_defense,adaptive,39,87.5,1,1,71
full_defense,naive,40,1.6,0,0,1
full_defense,adaptive,40,1.6,0,0,1
full_defense,naive,41,9.4,0,0,1
full_defense,adaptive,41,10.574999999999998,0,0,12
full_defense,naive,42,6.3999999999999995,0,1,1
full_defense,adaptive,42,6.3999999999999995,0,1,1
full_defense,naive,43,0.0,0,0,2
full_defense,adaptive,43,0.0,0,0,2
full_defense,naive,44,3.2,0,0,9
full_defense,adaptive,44,4.0,0,0,5
full_defense,naive,45,0.0,0,0,3
full_defense,adaptive,45,9.4,0,0,4
full_defense,naive,46,11.200000000000001,0,0,2
full_defense,adaptive,46,12.0,0,0,10
full_defense,naive,47,2.0,0,1,2
full_defense,adaptive,47,0.0,0,1,5
full_defense,naive,48,18.0,0,0,4
full_defense,adaptive,48,14.200000000000001,0,0,15
full_defense,naive,49,1.2,0,0,1
full_defense,adaptive,49,1.2,0,0,1
full_defense,naive,50,0.0,0,0,7
full_defense,adaptive,50,0.0,0,0,14
full_defense,naive,51,13.400000000000002,0,0,1
full_defense,adaptive,51,13.400000000000002,0,0,1
full_defense,naive,52,0.0,0,1,1
full_defense,adaptive,52,2.35,0,1,2
full_defense,naive,53,0.0,0,0,1
full_defense,adaptive,53,1.8,0,0,5
full_defense,naive,54,0.0,0,0,1
full_defense,adaptive,54,0.0,0,0,1
full_defense,naive,55,0.0,0,0,1
full_defense,adaptive,55,47.32500000000001,1,1,90
full_defense,naive,56,10.6,0,0,2
full_defense,adaptive,56,9.575000000000001,1,0,3
full_defense,naive,57,0.0,0,1,2
full_defense,adaptive,57,1.2,0,1,3
full_defense,naive,58,0.0,0,0,1
full_defense,adaptive,58,55.275000000000006,1,0,58
full_defense,naive,59,3.8,0,0,1
full_defense,adaptive,59,3.8,0,0,1
