trial_id,experiment,master_seed,facility,profile,portfolio,entry_point,entry_node,n_nodes,n_edges,segmentation,patch_coverage,realized_patch_fraction,detection_delay,isolation_success,backup_strategy,identity_controls,rapid_isolation,total_compromised,pct_compromised,peak_compromised,zones_reached,lateral_movements,containment_step,backup_compromised,identity_compromised,ehr_downtime_steps,laboratory_downtime_steps,pharmacy_downtime_steps,imaging_downtime_steps,scheduling_downtime_steps,identity_downtime_steps,backup_recovery_downtime_steps,services_disrupted_count,total_service_downtime_steps,weighted_service_hours_lost,pct_clinical_capacity_lost,catastrophic,defensive_isolation_node_steps,recovery_step,recovered_within_horizon,pct_services_restored,unrecoverable_nodes,backups_available,steps_simulated,portfolio_cost
83,main,20260713,small_clinic,intermediate_capacity,full_defense,vendor_connection,54,55,199,least_privilege,0.9,0.7455,6,0.95,isolated,1,1,1,0.01818181818,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,23
84,main,20260713,small_clinic,high_capacity,baseline_flat,workstation,10,56,402,flat,0.75,0.7321,3,0.9,connected,0,0,2,0.03571428571,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0
85,main,20260713,small_clinic,high_capacity,baseline_flat,workstation,4,44,337,flat,0.75,0.7727,3,0.9,connected,0,0,1,0.02272727273,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0
86,main,20260713,small_clinic,high_capacity,baseline_flat,internet_facing,57,59,445,flat,0.75,0.7797,3,0.9,connected,0,0,17,0.2881355932,17,9,16,15,1,0,33,32,24,46,49,8,25,7,217,38.55,0.1721813725,1,56,54,1,1,9,0,74,0
87,main,20260713,small_clinic,high_capacity,baseline_flat,internet_facing,39,41,304,flat,0.75,0.7317,3,0.9,connected,0,0,7,0.1707317073,7,6,6,13,1,0,0,21,14,0,8,0,29,4,72,12.5,0.04503676471,1,32,26,1,1,4,0,64,0
88,main,20260713,small_clinic,high_capacity,baseline_flat,vendor_connection,52,53,398,flat,0.75,0.6981,3,0.9,connected,0,0,25,0.4716981132,25,9,25,26,0,1,28,28,29,28,37,28,0,6,178,34.025,0.1472120098,1,40,34,1,1,0,1,51,0
89,main,20260713,small_clinic,high_capacity,baseline_flat,vendor_connection,39,40,278,flat,0.75,0.775,3,0.9,connected,0,0,1,0.025,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0
90,main,20260713,small_clinic,high_capacity,profile_baseline,workstation,1,44,156,least_privilege,0.75,0.7273,3,0.9,isolated,0,0,1,0.02272727273,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0
91,main,20260713,small_clinic,high_capacity,profile_baseline,workstation,13,60,233,least_privilege,0.75,0.6833,3,0.9,isolated,0,0,3,0.05,3,3,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,16,0
92,main,20260713,small_clinic,high_capacity,profile_baseline,internet_facing,38,40,142,least_privilege,0.75,0.7,3,0.9,isolated,0,0,1,0.025,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0
93,main,20260713,small_clinic,high_capacity,profile_baseline,internet_facing,54,56,209,least_privilege,0.75,0.75,3,0.9,isolated,0,0,1,0.01785714286,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0
94,main,20260713,small_clinic,high_capacity,profile_baseline,vendor_connection,41,42,157,least_privilege,0.75,0.7857,3,0.9,isolated,0,0,1,0.02380952381,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7,0
95,main,20260713,small_clinic,high_capacity,profile_baseline,vendor_connection,59,60,216,least_privilege,0.75,0.7,3,0.9,isolated,0,0,1,0.01666666667,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0
96,main,20260713,small_clinic,high_capacity,basic_segmentation,workstation,7,58,283,basic,0.75,0.6552,3,0.9,connected,0,0,1,0.01724137931,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,3
97,main,20260713,small_clinic,high_capacity,basic_segmentation,workstation,1,58,275,basic,0.75,0.7241,3,0.9,connected,0,0,1,0.01724137931,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,3
98,main,20260713,small_clinic,high_capacity,basic_segmentation,internet_facing,52,54,265,basic,0.75,0.8889,3,0.9,connected,0,0,1,0.01851851852,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,3
99,main,20260713,small_clinic,high_capacity,basic_segmentation,internet_facing,48,50,241,basic,0.75,0.78,3,0.9,connected,0,0,2,0.04,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,8,3
100,main,20260713,small_clinic,high_capacity,basic_segmentation,vendor_connection,56,57,291,basic,0.75,0.6842,3,0.9,connected,0,0,1,0.01754385965,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,3
101,main,20260713,small_clinic,high_capacity,basic_segmentation,vendor_connection,42,43,206,basic,0.75,0.6279,3,0.9,connected,0,0,1,0.02325581395,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0,1,15,3
102,main,20260713,small_clinic,high_capacity,patch_90,workstation,16,48,368,flat,0.9,0.9375,3,0.9,connected,0,0,1,0.02083333333,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2
103,main,20260713,small_clinic,high_capacity,patch_90,workstation,13,55,394,flat,0.9,0.8909,3,0.9,connected,0,0,2,0.03636363636,2,2,1,3,0,0,0,0,12,0,0,0,0,1,12,2.7,0.01654411765,1,48,21,1,1,0,1,26,2
104,main,20260713,small_clinic,high_capacity,patch_90,internet_facing,41,43,324,flat,0.9,0.9302,3,0.9,connected,0,0,1,0.02325581395,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2
105,main,20260713,small_clinic,high_capacity,patch_90,internet_facing,51,53,390,flat,0.9,0.8491,3,0.9,connected,0,0,16,0.3018867925,16,8,15,25,1,1,46,60,58,46,46,46,67,7,369,69.6,0.2732843137,1,80,101,1,1,8,0,101,2
106,main,20260713,small_clinic,high_capacity,patch_90,vendor_connection,46,47,334,flat,0.9,0.8936,3,0.9,connected,0,0,3,0.06382978723,3,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,11,2
107,main,20260713,small_clinic,high_capacity,patch_90,vendor_connection,42,43,310,flat,0.9,0.8837,3,0.9,connected,0,0,7,0.1627906977,7,5,6,8,1,1,14,14,14,14,14,14,10,7,94,17.95,0.07291666667,1,8,17,1,1,1,0,37,2
108,main,20260713,small_clinic,high_capacity,fast_detection,workstation,6,57,425,flat,0.75,0.7018,1,0.95,connected,0,1,2,0.0350877193,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,8
109,main,20260713,small_clinic,high_capacity,fast_detection,workstation,0,57,407,flat,0.75,0.6842,1,0.95,connected,0,1,1,0.01754385965,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0,1,13,8
110,main,20260713,small_clinic,high_capacity,fast_detection,internet_facing,41,43,323,flat,0.75,0.6977,1,0.95,connected,0,1,2,0.04651162791,2,2,1,1,0,1,2,2,2,2,2,2,0,6,12,2.35,0.01041666667,0,0,3,1,1,0,1,4,8
111,main,20260713,small_clinic,high_capacity,fast_detection,internet_facing,43,45,326,flat,0.75,0.7778,1,0.95,connected,0,1,2,0.04444444444,2,2,1,1,0,0,0,0,2,0,0,0,0,1,2,0.45,0.002757352941,0,0,3,1,1,0,1,4,8
112,main,20260713,small_clinic,high_capacity,fast_detection,vendor_connection,51,52,378,flat,0.75,0.5769,1,0.95,connected,0,1,1,0.01923076923,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,8
113,main,20260713,small_clinic,high_capacity,fast_detection,vendor_connection,43,44,307,flat,0.75,0.6818,1,0.95,connected,0,1,1,0.02272727273,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,1,0,1,17,8
114,main,20260713,small_clinic,high_capacity,isolated_backups,workstation,1,41,299,flat,0.75,0.7073,3,0.9,isolated,0,0,2,0.0487804878,2,2,1,14,0,0,0,0,10,0,0,0,0,1,10,2.25,0.01378676471,1,0,16,1,1,0,1,17,2
115,main,20260713,small_clinic,high_capacity,isolated_backups,workstation,4,56,392,flat,0.75,0.7679,3,0.9,isolated,0,0,1,0.01785714286,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,11,2
116,main,20260713,small_clinic,high_capacity,isolated_backups,internet_facing,38,40,275,flat,0.75,0.85,3,0.9,isolated,0,0,1,0.025,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,2
117,main,20260713,small_clinic,high_capacity,isolated_backups,internet_facing,51,53,383,flat,0.75,0.7925,3,0.9,isolated,0,0,10,0.1886792453,10,5,10,20,0,0,8,8,8,8,8,8,0,6,48,9.4,0.04166666667,0,8,26,1,1,0,1,31,2
118,main,20260713,small_clinic,high_capacity,isolated_backups,vendor_connection,46,47,347,flat,0.75,0.766,3,0.9,isolated,0,0,7,0.1489361702,7,5,6,16,0,1,14,18,14,16,16,14,0,6,92,17.8,0.07996323529,1,40,19,1,1,0,1,24,2
119,main,20260713,small_clinic,high_capacity,isolated_backups,vendor_connection,51,52,370,flat,0.75,0.7308,3,0.9,isolated,0,0,2,0.03846153846,2,2,1,3,0,0,0,0,0,3,0,0,0,1,3,0.525,0.003216911765,0,0,5,1,1,0,1,6,2
120,main,20260713,small_clinic,high_capacity,full_defense,workstation,19,55,202,least_privilege,0.9,0.8545,1,0.95,isolated,1,1,1,0.01818181818,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,21
121,main,20260713,small_clinic,high_capacity,full_defense,workstation,12,47,180,least_privilege,0.9,0.8723,1,0.95,isolated,1,1,1,0.02127659574,1,1,0,1,0,0,0,0,0,0,0,0,8,1,8,1.2,0,0,24,0,1,1,0,1,23,21
122,main,20260713,small_clinic,high_capacity,full_defense,internet_facing,51,53,200,least_privilege,0.9,0.9057,1,0.95,isolated,1,1,1,0.01886792453,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,9,21
123,main,20260713,small_clinic,high_capacity,full_defense,internet_facing,57,60,232,least_privilege,0.9,0.8833,1,0.95,isolated,1,1,1,0.01666666667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,1,0,1,18,21
124,main,20260713,small_clinic,high_capacity,full_defense,vendor_connection,56,57,218,least_privilege,0.9,0.8596,1,0.95,isolated,1,1,2,0.0350877193,2,1,1,1,0,0,0,8,0,0,0,0,0,1,8,1.6,0.009803921569,0,32,17,1,1,0,1,24,21
125,main,20260713,small_clinic,high_capacity,full_defense,vendor_connection,39,40,144,least_privilege,0.9,0.9,1,0.95,isolated,1,1,1,0.025,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,11,21
126,main,20260713,regional_hospital,resource_constrained,baseline_flat,workstation,16,224,1643,flat,0.25,0.2188,24,0.5,connected,0,0,221,0.9866071429,221,10,250,-1,1,1,183,185,183,185,183,183,189,7,1291,244.125,0.9577205882,1,48,-1,0,0,61,0,192,0
127,main,20260713,regional_hospital,resource_constrained,baseline_flat,workstation,68,202,1425,flat,0.25,0.1782,24,0.5,connected,0,0,193,0.9554455446,193,10,213,177,1,1,178,183,177,178,177,177,180,7,1250,236.6,0.9318321078,1,80,-1,0,0,54,0,192,0
128,main,20260713,regional_hospital,resource_constrained,baseline_flat,internet_facing,210,216,1586,flat,0.25,0.213,24,0.5,connected,0,0,210,0.9722222222,210,10,248,-1,1,1,189,189,189,189,189,189,188,7,1322,250.275,0.984375,1,40,-1,0,0,63,0,192,0
129,main,20260713,regional_hospital,resource_constrained,baseline_flat,internet_facing,260,264,1909,flat,0.25,0.178,24,0.5,connected,0,0,262,0.9924242424,262,10,287,-1,1,1,184,184,187,184,188,184,183,7,1294,244.725,0.9624693627,1,40,-1,0,0,73,0,192,0
130,main,20260713,regional_hospital,resource_constrained,baseline_flat,vendor_connection,277,278,2128,flat,0.25,0.2266,24,0.5,connected,0,0,271,0.9748201439,271,10,307,-1,1,1,189,190,189,189,192,189,186,7,1324,250.475,0.9856004902,1,72,-1,0,0,83,0,192,0
131,main,20260713,regional_hospital,resource_constrained,baseline_flat,vendor_connection,202,203,1531,flat,0.25,0.1921,24,0.5,connected,0,0,199,0.9802955665,199,10,243,-1,1,1,184,185,186,186,184,184,185,7,1294,244.95,0.9644607843,1,56,-1,0,0,60,0,192,0
132,main,20260713,regional_hospital,resource_constrained,profile_baseline,workstation,0,249,1841,flat,0.25,0.2088,24,0.5,connected,0,0,238,0.9558232932,238,10,268,-1,1,1,184,185,186,184,184,184,184,7,1291,244.45,0.9623161765,1,56,-1,0,0,71,0,192,0
133,main,20260713,regional_hospital,resource_constrained,profile_baseline,workstation,48,288,2138,flat,0.25,0.2326,24,0.5,connected,0,0,285,0.9895833333,285,10,322,183,1,1,180,179,179,179,179,179,180,7,1255,237.575,0.9338235294,1,99,-1,0,0,83,0,192,0
134,main,20260713,regional_hospital,resource_constrained,profile_baseline,internet_facing,268,270,1964,flat,0.25,0.2074,24,0.5,connected,0,0,262,0.9703703704,262,10,308,163,1,1,177,181,181,182,181,176,182,7,1260,238.025,0.9376531863,1,113,-1,0,0.2857142857,75,0,192,0
135,main,20260713,regional_hospital,resource_constrained,profile_baseline,internet_facing,292,298,2231,flat,0.25,0.2114,24,0.5,connected,0,0,286,0.9597315436,286,10,332,-1,1,1,187,187,188,189,187,187,187,7,1312,248.35,0.9774816176,1,56,-1,0,0,82,0,192,0
136,main,20260713,regional_hospital,resource_constrained,profile_baseline,vendor_connection,299,300,2249,flat,0.25,0.1733,24,0.5,connected,0,0,296,0.9866666667,296,10,344,-1,1,1,187,187,187,190,188,187,186,7,1312,248.25,0.9771752451,1,64,-1,0,0,85,0,192,0
137,main,20260713,regional_hospital,resource_constrained,profile_baseline,vendor_connection,264,265,2012,flat,0.25,0.1698,24,0.5,connected,0,0,257,0.9698113208,257,10,296,-1,1,1,186,186,186,186,186,186,184,7,1300,246.15,0.96875,1,48,-1,0,0,79,0,192,0
138,main,20260713,regional_hospital,resource_constrained,basic_segmentation,workstation,43,261,1336,basic,0.25,0.249,24,0.5,connected,0,0,246,0.9425287356,246,10,256,-1,1,1,161,161,161,162,161,161,155,7,1122,212.6,0.8396139706,1,280,-1,0,0,73,0,192,3
139,main,20260713,regional_hospital,resource_constrained,basic_segmentation,workstation,13,252,1300,basic,0.25,0.2063,24,0.5,connected,0,0,240,0.9523809524,240,10,253,-1,1,1,179,179,179,179,179,179,176,7,1250,236.725,0.9322916667,1,104,-1,0,0,70,0,192,3
140,main,20260713,regional_hospital,resource_constrained,basic_segmentation,internet_facing,283,294,1483,basic,0.25,0.2007,24,0.5,connected,0,0,281,0.9557823129,281,10,292,-1,1,1,180,180,180,180,180,180,176,7,1256,237.9,0.9375,1,177,-1,0,0,79,0,192,3
141,main,20260713,regional_hospital,resource_constrained,basic_segmentation,internet_facing,258,261,1346,basic,0.25,0.1954,24,0.5,connected,0,0,244,0.9348659004,244,10,259,172,1,1,183,183,183,183,183,183,176,7,1274,241.425,0.953125,1,162,-1,0,0,77,0,192,3
142,main,20260713,regional_hospital,resource_constrained,basic_segmentation,vendor_connection,229,230,1189,basic,0.25,0.2174,24,0.5,connected,0,0,213,0.9260869565,213,10,230,161,1,1,182,189,189,189,189,182,181,7,1301,245.9,0.9736519608,1,176,-1,0,0.2857142857,66,0,192,3
143,main,20260713,regional_hospital,resource_constrained,basic_segmentation,vendor_connection,252,253,1306,basic,0.25,0.2174,24,0.5,connected,0,0,243,0.9604743083,243,10,245,-1,1,1,180,176,176,182,176,176,183,7,1249,236.3,0.9292279412,1,128,-1,0,0,70,0,192,3
144,main,20260713,regional_hospital,resource_constrained,patch_90,workstation,67,296,2269,flat,0.9,0.7365,24,0.5,connected,0,0,279,0.9425675676,279,10,293,-1,1,1,170,172,173,170,170,170,172,7,1197,226.625,0.8920036765,1,133,-1,0,0,90,0,192,6
145,main,20260713,regional_hospital,resource_constrained,patch_90,workstation,16,253,1853,flat,0.9,0.7787,24,0.5,connected,0,0,1,0.00395256917,1,1,0,23,0,0,24,8,8,16,8,8,0,6,72,14.8,0.07475490196,0,911,192,1,1,0,1,192,6
146,main,20260713,regional_hospital,resource_constrained,patch_90,internet_facing,287,290,2200,flat,0.9,0.7276,24,0.5,connected,0,0,266,0.9172413793,266,10,277,-1,1,1,176,181,176,179,181,172,175,7,1240,234.175,0.9260110294,1,176,-1,0,0,85,0,192,6
147,main,20260713,regional_hospital,resource_constrained,patch_90,internet_facing,220,224,1673,flat,0.9,0.7054,24,0.5,connected,0,0,215,0.9598214286,215,10,223,181,1,1,192,192,192,192,192,192,185,7,1337,253.35,1,1,120,-1,0,0,62,0,192,6
148,main,20260713,regional_hospital,resource_constrained,patch_90,vendor_connection,216,217,1649,flat,0.9,0.7604,24,0.5,connected,0,0,196,0.9032258065,196,10,209,174,1,1,181,181,182,184,189,181,180,7,1278,241.225,0.9473039216,1,144,-1,0,0,61,0,192,6
149,main,20260713,regional_hospital,resource_constrained,patch_90,vendor_connection,204,205,1540,flat,0.9,0.7463,24,0.5,connected,0,0,191,0.9317073171,191,10,199,-1,1,1,186,186,186,186,186,186,182,7,1298,245.85,0.96875,1,135,-1,0,0,57,0,192,6
150,main,20260713,regional_hospital,resource_constrained,fast_detection,workstation,72,280,2087,flat,0.25,0.2214,12,0.95,connected,0,1,1,0.003571428571,1,1,0,9,0,0,16,16,24,24,8,8,0,6,96,19.4,0.1029411765,0,852,148,1,1,0,1,192,8
151,main,20260713,regional_hospital,resource_constrained,fast_detection,workstation,41,201,1477,flat,0.25,0.1891,12,0.95,connected,0,1,183,0.9104477612,183,10,202,132,1,1,152,170,157,183,184,147,178,7,1171,217.525,0.8538602941,1,144,-1,0,0.7142857143,58,0,192,8
152,main,20260713,regional_hospital,resource_constrained,fast_detection,internet_facing,213,217,1623,flat,0.25,0.2811,12,0.95,connected,0,1,201,0.9262672811,201,10,226,96,1,1,117,136,127,154,187,117,145,7,983,178.75,0.6861213235,1,128,160,1,0.8571428571,64,0,192,8
153,main,20260713,regional_hospital,resource_constrained,fast_detection,internet_facing,244,250,1874,flat,0.25,0.192,12,0.95,connected,0,1,1,0.004,1,1,0,1,0,0,8,8,8,8,8,8,8,7,56,10.6,0.04166666667,0,512,15,1,1,0,1,135,8
154,main,20260713,regional_hospital,resource_constrained,fast_detection,vendor_connection,270,271,2068,flat,0.25,0.2066,12,0.95,connected,0,1,260,0.9594095941,260,10,286,79,1,1,108,119,109,138,182,100,125,7,881,158.925,0.6095281863,1,243,188,1,1,78,0,192,8
155,main,20260713,regional_hospital,resource_constrained,fast_detection,vendor_connection,236,237,1777,flat,0.25,0.2321,12,0.95,connected,0,1,219,0.9240506329,219,10,251,130,1,1,164,174,168,187,187,161,182,7,1223,228.55,0.8965992647,1,88,-1,0,0.7142857143,71,0,192,8
156,main,20260713,regional_hospital,resource_constrained,isolated_backups,workstation,47,249,1762,flat,0.25,0.2048,24,0.5,isolated,0,0,230,0.9236947791,230,9,264,-1,0,1,182,181,181,181,181,180,0,6,1086,212.7,0.9442401961,1,168,-1,0,0.1428571429,0,1,192,2
157,main,20260713,regional_hospital,resource_constrained,isolated_backups,workstation,75,280,2044,flat,0.25,0.2107,24,0.5,isolated,0,0,260,0.9285714286,260,9,289,-1,0,1,175,175,175,175,175,175,0,6,1050,205.625,0.9114583333,1,144,-1,0,0.1428571429,0,1,192,2
158,main,20260713,regional_hospital,resource_constrained,isolated_backups,internet_facing,280,289,2027,flat,0.25,0.218,24,0.5,isolated,0,0,272,0.9411764706,272,9,312,-1,0,1,187,187,187,187,187,187,4,7,1126,220.325,0.9739583333,1,76,-1,0,0,0,1,192,2
159,main,20260713,regional_hospital,resource_constrained,isolated_backups,internet_facing,256,261,1846,flat,0.25,0.1801,24,0.5,isolated,0,0,243,0.9310344828,243,9,284,-1,0,1,188,190,187,187,187,187,0,6,1126,220.575,0.9791666667,1,88,-1,0,0.1428571429,0,1,192,2
160,main,20260713,regional_hospital,resource_constrained,isolated_backups,vendor_connection,244,245,1736,flat,0.25,0.2,24,0.5,isolated,0,0,231,0.9428571429,231,9,251,-1,0,1,184,184,184,184,184,184,0,6,1104,216.2,0.9583333333,1,64,-1,0,0.1428571429,0,1,192,2
161,main,20260713,regional_hospital,resource_constrained,isolated_backups,vendor_connection,205,206,1423,flat,0.25,0.2136,24,0.5,isolated,0,0,196,0.9514563107,196,9,225,-1,0,1,190,190,190,190,190,190,0,6,1140,223.25,0.9895833333,1,40,-1,0,0.1428571429,0,1,192,2
162,main,20260713,regional_hospital,resource_constrained,full_defense,workstation,71,204,830,least_privilege,0.9,0.6814,12,0.95,isolated,1,1,1,0.004901960784,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,1,0,1,30,25
163,main,20260713,regional_hospital,resource_constrained,full_defense,workstation,109,288,1194,least_privilege,0.9,0.6736,12,0.95,isolated,1,1,1,0.003472222222,1,1,0,14,0,0,0,0,8,0,0,0,0,1,8,1.8,0.01102941176,0,800,119,1,1,0,1,192,25
164,main,20260713,regional_hospital,resource_constrained,full_defense,internet_facing,263,275,1129,least_privilege,0.9,0.7345,12,0.95,isolated,1,1,3,0.01090909091,3,1,2,22,0,0,8,8,0,8,8,0,0,4,32,5.8,0.0306372549,0,807,58,1,1,0,1,192,25
165,main,20260713,regional_hospital,resource_constrained,full_defense,internet_facing,287,298,1247,least_privilege,0.9,0.7349,12,0.95,isolated,1,1,13,0.04362416107,13,3,12,73,0,0,0,0,0,16,0,0,0,1,16,2.8,0.01715686275,0,943,97,1,1,0,1,192,25
166,main,20260713,regional_hospital,resource_constrained,full_defense,vendor_connection,284,285,1199,least_privilege,0.9,0.7649,12,0.95,isolated,1,1,2,0.00701754386,2,1,1,4,0,0,0,8,0,0,8,0,0,2,16,2.4,0.009803921569,0,887,158,1,1,0,1,192,25
167,main,20260713,regional_hospital,resource_constrained,full_defense,vendor_connection,250,251,1034,least_privilege,0.9,0.7689,12,0.95,isolated,1,1,17,0.06772908367,17,5,16,48,0,1,51,51,59,51,51,51,8,7,322,62.925,0.2766544118,1,696,114,1,1,0,1,154,25
168,main,20260713,regional_hospital,intermediate_capacity,baseline_flat,workstation,110,287,2223,flat,0.5,0.5122,12,0.7,connected,0,0,257,0.8954703833,257,10,273,110,1,1,123,140,130,156,182,123,145,7,999,182.925,0.706495098,1,163,167,1,0.8571428571,74,0,192,0
169,main,20260713,regional_hospital,intermediate_capacity,baseline_flat,workstation,84,290,2249,flat,0.5,0.4621,12,0.7,connected,0,0,1,0.003448275862,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,1,1,0,1,37,0
170,main,20260713,regional_hospital,intermediate_capacity,baseline_flat,internet_facing,291,300,2479,flat,0.5,0.4533,12,0.7,connected,0,0,278,0.9266666667,278,10,293,83,1,1,104,124,113,145,187,104,132,7,909,163.5,0.6225490196,1,222,150,1,1,91,0,192,0
171,main,20260713,regional_hospital,intermediate_capacity,baseline_flat,internet_facing,267,273,2111,flat,0.5,0.4689,12,0.7,connected,0,0,235,0.8608058608,235,10,246,140,1,1,154,173,163,183,186,154,178,7,1191,221.75,0.868872549,1,263,-1,0,0.7142857143,70,0,192,0
172,main,20260713,regional_hospital,intermediate_capacity,baseline_flat,vendor_connection,223,224,1763,flat,0.5,0.4107,12,0.7,connected,0,0,194,0.8660714286,194,10,210,149,1,1,168,187,177,188,186,168,185,7,1259,236.275,0.9321384804,1,128,-1,0,0.4285714286,63,0,192,0
173,main,20260713,regional_hospital,intermediate_capacity,baseline_flat,vendor_connection,279,280,2252,flat,0.5,0.4929,12,0.7,connected,0,0,238,0.85,238,10,256,102,1,1,123,145,131,161,189,123,148,7,1020,186.175,0.7193627451,1,221,165,1,0.8571428571,81,0,192,0
174,main,20260713,regional_hospital,intermediate_capacity,profile_baseline,workstation,52,266,1398,basic,0.5,0.5113,12,0.7,periodic,0,0,187,0.7030075188,187,10,187,137,1,1,164,165,163,186,185,159,151,7,1173,220.15,0.8776041667,1,343,-1,0,0.7142857143,60,0,192,0
175,main,20260713,regional_hospital,intermediate_capacity,profile_baseline,workstation,6,218,1184,basic,0.5,0.4725,12,0.7,periodic,0,0,165,0.7568807339,165,10,167,137,1,1,145,151,148,164,172,141,78,7,999,189.075,0.7870710784,1,201,183,1,0.8571428571,44,0,192,0
176,main,20260713,regional_hospital,intermediate_capacity,profile_baseline,internet_facing,207,210,1116,basic,0.5,0.4524,12,0.7,periodic,0,0,151,0.719047619,151,10,151,156,1,1,165,149,142,180,177,134,154,7,1101,205.45,0.8241421569,1,277,-1,0,0.5714285714,47,0,192,0
177,main,20260713,regional_hospital,intermediate_capacity,profile_baseline,internet_facing,201,207,1063,basic,0.5,0.4734,12,0.7,periodic,0,0,148,0.7149758454,148,10,149,164,1,1,181,186,186,186,186,181,6,7,1112,217.075,0.9610906863,1,231,-1,0,0.2857142857,44,0,192,0
178,main,20260713,regional_hospital,intermediate_capacity,profile_baseline,vendor_connection,200,201,1089,basic,0.5,0.4378,12,0.7,periodic,0,0,159,0.7910447761,159,10,162,119,1,1,139,145,134,153,172,125,110,7,978,182.5,0.7394301471,1,171,174,1,0.8571428571,49,0,192,0
179,main,20260713,regional_hospital,intermediate_capacity,profile_baseline,vendor_connection,232,233,1238,basic,0.5,0.5021,12,0.7,periodic,0,0,164,0.7038626609,164,10,167,-1,1,1,169,169,169,169,169,169,155,7,1169,221.825,0.8802083333,1,398,-1,0,0,49,0,192,0
180,main,20260713,regional_hospital,intermediate_capacity,basic_segmentation,workstation,49,277,1496,basic,0.5,0.4621,12,0.7,connected,0,0,1,0.003610108303,1,1,0,2,0,0,0,0,8,0,0,0,0,1,8,1.8,0.01102941176,0,916,45,1,1,0,1,192,3
181,main,20260713,regional_hospital,intermediate_capacity,basic_segmentation,workstation,29,281,1539,basic,0.5,0.4769,12,0.7,connected,0,0,1,0.003558718861,1,1,0,3,0,0,8,8,8,8,10,8,0,6,50,9.6,0.04166666667,0,875,49,1,1,0,1,192,3
182,main,20260713,regional_hospital,intermediate_capacity,basic_segmentation,internet_facing,255,261,1402,basic,0.5,0.4483,12,0.7,connected,0,0,191,0.7318007663,191,10,194,151,1,1,165,164,154,173,177,148,169,7,1150,215.325,0.8515625,1,427,-1,0,0.7142857143,61,0,192,3
183,main,20260713,regional_hospital,intermediate_capacity,basic_segmentation,internet_facing,277,285,1525,basic,0.5,0.4526,12,0.7,connected,0,0,215,0.7543859649,215,10,216,156,1,1,155,167,159,173,173,155,119,7,1101,208.225,0.8468137255,1,362,-1,0,0.5714285714,58,0,192,3
184,main,20260713,regional_hospital,intermediate_capacity,basic_segmentation,vendor_connection,276,277,1500,basic,0.5,0.4801,12,0.7,connected,0,0,204,0.7364620939,204,10,206,106,1,1,123,128,120,144,191,110,136,7,952,172.8,0.6651348039,1,449,161,1,0.8571428571,68,0,192,3
