profile,portfolio,outage_lower,outage_upper,guaranteed,possible,observed_k4,possible_dominator,necessary_dominator
intermediate_capacity,seg-basic|patch+1|det1|iso1|bak-isolated|idm1,0.34,0.4875,False,True,False,seg-basic|patch+2|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-basic|patch+1|det1|iso1|bak-periodic|idm0,0.445,0.5625,False,False,False,seg-basic|patch+1|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-basic|patch+1|det1|iso1|bak-periodic|idm1,0.34,0.4875,False,True,False,seg-basic|patch+1|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-basic|patch+2|det0|iso0|bak-isolated|idm0,0.67,0.735,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-basic|patch+2|det0|iso0|bak-isolated|idm1,0.6325,0.71,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-basic|patch+2|det0|iso0|bak-periodic|idm0,0.67,0.735,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-basic|patch+2|det0|iso0|bak-periodic|idm1,0.6325,0.71,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-basic|patch+2|det0|iso1|bak-isolated|idm0,0.6575,0.725,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-basic|patch+2|det0|iso1|bak-isolated|idm1,0.6025,0.6925,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-basic|patch+2|det0|iso1|bak-periodic|idm0,0.6575,0.725,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-basic|patch+2|det0|iso1|bak-periodic|idm1,0.6025,0.6925,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-basic|patch+2|det1|iso0|bak-isolated|idm0,0.45,0.55,False,False,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-basic|patch+2|det1|iso0|bak-isolated|idm1,0.335,0.47,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,
intermediate_capacity,seg-basic|patch+2|det1|iso0|bak-periodic|idm0,0.45,0.55,False,False,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+1|det1|iso0|bak-periodic|idm0
intermediate_capacity,seg-basic|patch+2|det1|iso0|bak-periodic|idm1,0.335,0.47,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,
intermediate_capacity,seg-basic|patch+2|det1|iso1|bak-isolated|idm0,0.3975,0.5175,False,False,False,seg-basic|patch+2|det1|iso0|bak-isolated|idm1,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-basic|patch+2|det1|iso1|bak-isolated|idm1,0.2775,0.44,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-basic|patch+2|det1|iso1|bak-periodic|idm0,0.3975,0.5175,False,False,False,seg-basic|patch+1|det1|iso0|bak-isolated|idm1,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-basic|patch+2|det1|iso1|bak-periodic|idm1,0.2775,0.44,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,
intermediate_capacity,seg-least_privilege|patch+0|det0|iso0|bak-isolated|idm0,0.63,0.7075,False,True,False,seg-basic|patch+0|det1|iso0|bak-periodic|idm0,
intermediate_capacity,seg-least_privilege|patch+0|det0|iso0|bak-isolated|idm1,0.54,0.675,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-least_privilege|patch+0|det0|iso0|bak-periodic|idm0,0.63,0.7075,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+0|det0|iso0|bak-periodic|idm1,0.54,0.675,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-least_privilege|patch+0|det0|iso1|bak-isolated|idm0,0.6,0.69,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-least_privilege|patch+0|det0|iso1|bak-isolated|idm1,0.5125,0.6625,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-least_privilege|patch+0|det0|iso1|bak-periodic|idm0,0.6,0.69,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-basic|patch+0|det1|iso0|bak-periodic|idm1
intermediate_capacity,seg-least_privilege|patch+0|det0|iso1|bak-periodic|idm1,0.5125,0.6625,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,0.3075,0.4725,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm1,0.1675,0.42,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+0|det1|iso0|bak-periodic|idm0,0.3075,0.4725,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+0|det1|iso0|bak-periodic|idm1,0.1675,0.42,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+0|det1|iso1|bak-isolated|idm0,0.265,0.4375,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-least_privilege|patch+0|det1|iso1|bak-isolated|idm1,0.14,0.3875,False,True,False,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-least_privilege|patch+0|det1|iso1|bak-periodic|idm0,0.265,0.4375,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-periodic|idm1,
intermediate_capacity,seg-least_privilege|patch+0|det1|iso1|bak-periodic|idm1,0.14,0.3875,False,True,False,seg-least_privilege|patch+1|det1|iso0|bak-periodic|idm1,
intermediate_capacity,seg-least_privilege|patch+1|det0|iso0|bak-isolated|idm0,0.525,0.6275,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-periodic|idm0
intermediate_capacity,seg-least_privilege|patch+1|det0|iso0|bak-isolated|idm1,0.44,0.59,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-periodic|idm1
intermediate_capacity,seg-least_privilege|patch+1|det0|iso0|bak-periodic|idm0,0.525,0.6275,False,True,True,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,
intermediate_capacity,seg-least_privilege|patch+1|det0|iso0|bak-periodic|idm1,0.44,0.59,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-least_privilege|patch+1|det0|iso1|bak-isolated|idm0,0.5025,0.6125,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-least_privilege|patch+1|det0|iso1|bak-isolated|idm1,0.41,0.5825,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso1|bak-periodic|idm1
intermediate_capacity,seg-least_privilege|patch+1|det0|iso1|bak-periodic|idm0,0.5025,0.6125,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0
intermediate_capacity,seg-least_privilege|patch+1|det0|iso1|bak-periodic|idm1,0.41,0.5825,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm0,0.2475,0.4125,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1,0.135,0.3525,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+1|det1|iso0|bak-periodic|idm0,0.2475,0.4125,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+1|det1|iso0|bak-periodic|idm1,0.135,0.3525,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+1|det1|iso1|bak-isolated|idm0,0.205,0.375,False,True,False,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-least_privilege|patch+1|det1|iso1|bak-isolated|idm1,0.1125,0.3275,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+1|det1|iso1|bak-periodic|idm0,0.205,0.375,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-least_privilege|patch+1|det1|iso1|bak-periodic|idm1,0.1125,0.3275,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+2|det0|iso0|bak-isolated|idm0,0.47,0.5725,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,seg-least_privilege|patch+1|det1|iso0|bak-periodic|idm0
intermediate_capacity,seg-least_privilege|patch+2|det0|iso0|bak-isolated|idm1,0.375,0.5175,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm1,seg-least_privilege|patch+1|det1|iso0|bak-periodic|idm1
intermediate_capacity,seg-least_privilege|patch+2|det0|iso0|bak-periodic|idm0,0.47,0.5725,False,True,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm0,
intermediate_capacity,seg-least_privilege|patch+2|det0|iso0|bak-periodic|idm1,0.375,0.5175,False,True,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-least_privilege|patch+2|det0|iso1|bak-isolated|idm0,0.4425,0.55,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm1,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-least_privilege|patch+2|det0|iso1|bak-isolated|idm1,0.3425,0.5025,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm1,seg-least_privilege|patch+1|det1|iso1|bak-periodic|idm1
intermediate_capacity,seg-least_privilege|patch+2|det0|iso1|bak-periodic|idm0,0.4425,0.55,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm1,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-least_privilege|patch+2|det0|iso1|bak-periodic|idm1,0.3425,0.5025,False,False,False,seg-basic|patch+0|det1|iso0|bak-isolated|idm1,seg-least_privilege|patch+2|det1|iso0|bak-isolated|idm1
intermediate_capacity,seg-least_privilege|patch+2|det1|iso0|bak-isolated|idm0,0.215,0.3825,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+2|det1|iso0|bak-isolated|idm1,0.1275,0.3225,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+2|det1|iso0|bak-periodic|idm0,0.215,0.3825,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+2|det1|iso0|bak-periodic|idm1,0.1275,0.3225,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+2|det1|iso1|bak-isolated|idm0,0.1825,0.3525,False,True,False,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-least_privilege|patch+2|det1|iso1|bak-isolated|idm1,0.1,0.3025,True,True,True,,
intermediate_capacity,seg-least_privilege|patch+2|det1|iso1|bak-periodic|idm0,0.1825,0.3525,False,True,False,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1,
intermediate_capacity,seg-least_privilege|patch+2|det1|iso1|bak-periodic|idm1,0.1,0.3025,True,True,True,,
high_capacity,seg-least_privilege|patch+0|det0|iso0|bak-isolated|idm0,0.06,0.205,True,True,True,,
high_capacity,seg-least_privilege|patch+0|det0|iso0|bak-isolated|idm1,0.0175,0.1725,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,
high_capacity,seg-least_privilege|patch+0|det0|iso1|bak-isolated|idm0,0.04,0.1825,False,True,False,seg-least_privilege|patch+0|det0|iso0|bak-isolated|idm1,
high_capacity,seg-least_privilege|patch+0|det0|iso1|bak-isolated|idm1,0.0075,0.1525,False,True,False,seg-least_privilege|patch+0|det1|iso1|bak-isolated|idm0,
high_capacity,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,0.005,0.1475,True,True,True,,
high_capacity,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm1,0.0025,0.145,True,True,True,,
high_capacity,seg-least_privilege|patch+0|det1|iso1|bak-isolated|idm0,0,0.1375,True,True,True,,
high_capacity,seg-least_privilege|patch+0|det1|iso1|bak-isolated|idm1,0,0.1375,True,True,True,,
high_capacity,seg-least_privilege|patch+1|det0|iso0|bak-isolated|idm0,0.06,0.205,True,True,True,,
high_capacity,seg-least_privilege|patch+1|det0|iso0|bak-isolated|idm1,0.0175,0.1725,False,True,False,seg-least_privilege|patch+0|det1|iso0|bak-isolated|idm0,
high_capacity,seg-least_privilege|patch+1|det0|iso1|bak-isolated|idm0,0.04,0.1825,False,True,False,seg-least_privilege|patch+0|det0|iso0|bak-isolated|idm1,
high_capacity,seg-least_privilege|patch+1|det0|iso1|bak-isolated|idm1,0.0075,0.1525,False,True,False,seg-least_privilege|patch+0|det1|iso1|bak-isolated|idm0,
high_capacity,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm0,0.005,0.1475,True,True,True,,
high_capacity,seg-least_privilege|patch+1|det1|iso0|bak-isolated|idm1,0.0025,0.145,False,True,False,seg-least_privilege|patch+0|det1|iso1|bak-isolated|idm0,
high_capacity,seg-least_privilege|patch+1|det1|iso1|bak-isolated|idm0,0,0.1375,True,True,True,,
high_capacity,seg-least_privilege|patch+1|det1|iso1|bak-isolated|idm1,0,0.1375,True,True,True,,
