facility,profile,n,mean_criticality,mean_mvr,mvr_minus_base,ci_lo,ci_hi,pct_change,mvr_better_sig
large_hospital,high_capacity,200,6.216375,6.216375,0.0,0.0,0.0,0.0,False
large_hospital,intermediate_capacity,200,49.218999999999994,49.06100000000001,-0.15800000000000003,-0.2543812500000002,-0.07612500000000004,-0.32101424246733995,True
large_hospital,resource_constrained,200,186.830625,186.830625,0.0,0.0,0.0,0.0,False
regional_hospital,high_capacity,200,3.3572499999999996,3.3572499999999996,0.0,0.0,0.0,0.0,False
regional_hospital,intermediate_capacity,200,24.134125000000004,23.75525,-0.3788750000000004,-0.5930093750000008,-0.20024687500000038,-1.5698725352586858,True
regional_hospital,resource_constrained,200,159.35487500000002,159.282375,-0.07249999999999986,-0.15375312499999985,-0.012125000000000058,-0.0454959410560862,True
small_clinic,high_capacity,200,0.7247500000000001,0.7247500000000001,0.0,0.0,0.0,0.0,False
small_clinic,intermediate_capacity,200,10.31775,9.617250000000002,-0.7004999999999998,-1.0672656249999997,-0.38998437500000005,-6.789270916624262,True
small_clinic,resource_constrained,200,117.02887500000001,107.49175,-9.537125,-10.5842625,-8.448262500000002,-8.149377664273025,True
