treatment,n_pairs,baseline_mean_hours,treatment_mean_hours,paired_mean_difference_hours,paired_median_difference_hours,paired_difference_ci95_lo,paired_difference_ci95_hi,relative_reduction_of_means,scenarios_with_lower_loss_fraction,difference_p05,difference_p95,baseline_sustained_outage_fraction,treatment_sustained_outage_fraction,paired_sustained_outage_risk_difference,paired_difference_sd,monte_carlo_standard_error,protocol_mcse_target
seg_detect_backup,500,193.3962167,33.9203,-159.4759167,-181.0375,-166.1319933,-152.7099683,0.8246072204,0.902,-256.2429167,0,0.902,0.412,-0.49,76.43802001,3.418412176,3.867924333
