treatment,n_parameter_settings,settings_favoring_treatment,fraction_settings_favoring_treatment,favoring_fraction_wilson_ci95_lo,favoring_fraction_wilson_ci95_hi,median_relative_reduction,relative_reduction_p05,relative_reduction_p95
seg_detect_backup,128,128,1,0.9708630437,1,0.2867897643,0.03109268891,0.9638111777
