profile,portfolio,entry_point,metric,n,mean,median,std,iqr,p90,p95,ci95_lo,ci95_hi
high_capacity,patch_plus_least_privilege,internet_facing,catastrophic,75,0.02666666666666667,0.0,0.16219218941214866,0.0,0.0,0.0,0.0,0.06666666666666667
high_capacity,patch_plus_least_privilege,medical_device,weighted_service_hours_lost,75,4.074333333333334,1.8,4.702310338814583,5.799999999999999,11.120000000000003,13.1175,3.0389666666666666,5.138691666666666
high_capacity,patch_plus_least_privilege,medical_device,catastrophic,75,0.02666666666666667,0.0,0.16219218941214866,0.0,0.0,0.0,0.0,0.06666666666666667
high_capacity,patch_plus_least_privilege,privileged_system,weighted_service_hours_lost,75,5.566666666666666,3.0,5.906447366691377,8.325000000000001,15.305000000000001,16.200000000000003,4.255866666666666,6.867316666666665
high_capacity,patch_plus_least_privilege,privileged_system,catastrophic,75,0.06666666666666667,0.0,0.25112360116696136,0.0,0.0,1.0,0.013333333333333334,0.13333333333333333
high_capacity,patch_plus_least_privilege,vendor_connection,weighted_service_hours_lost,75,3.940666666666667,1.2,6.381076559881026,4.9,10.720000000000002,13.979999999999992,2.6036000000000006,5.433675000000002
high_capacity,patch_plus_least_privilege,vendor_connection,catastrophic,75,0.02666666666666667,0.0,0.16219218941214866,0.0,0.0,0.0,0.0,0.06666666666666667
high_capacity,patch_plus_least_privilege,workstation,weighted_service_hours_lost,75,3.498,0.0,5.978071923197221,4.4,11.320000000000002,14.084999999999999,2.2735500000000006,4.923716666666667
high_capacity,patch_plus_least_privilege,workstation,catastrophic,75,0.04,0.0,0.19727878476642874,0.0,0.0,0.0,0.0,0.09333333333333334
high_capacity,profile_baseline,internet_facing,weighted_service_hours_lost,75,3.8276666666666666,1.8,4.6789811299485295,6.1,11.720000000000011,13.0,2.8123000000000005,4.92135
high_capacity,profile_baseline,internet_facing,catastrophic,75,0.02666666666666667,0.0,0.16219218941214866,0.0,0.0,0.0,0.0,0.06666666666666667
high_capacity,profile_baseline,medical_device,weighted_service_hours_lost,75,4.454999999999999,2.25,5.475550694259474,7.387499999999999,12.120000000000001,14.219999999999997,3.2495166666666666,5.7264333333333335
high_capacity,profile_baseline,medical_device,catastrophic,75,0.08,0.0,0.2731201101980493,0.0,0.0,1.0,0.02666666666666667,0.14666666666666667
high_capacity,profile_baseline,privileged_system,weighted_service_hours_lost,75,3.7720000000000002,2.2,4.780071878346827,5.1,11.120000000000003,13.18,2.787625,4.8545833333333315
high_capacity,profile_baseline,privileged_system,catastrophic,75,0.04,0.0,0.19727878476642874,0.0,0.0,0.0,0.0,0.09333333333333334
high_capacity,profile_baseline,vendor_connection,weighted_service_hours_lost,75,3.170000000000001,1.4,4.139697403747597,4.8,10.840000000000005,12.6,2.2959833333333335,4.094883333333333
high_capacity,profile_baseline,vendor_connection,catastrophic,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high_capacity,profile_baseline,workstation,weighted_service_hours_lost,75,3.0763333333333334,1.5,4.2643297636713475,3.9,9.4,12.299999999999997,2.1656583333333335,4.053849999999999
high_capacity,profile_baseline,workstation,catastrophic,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high_capacity,seg_detect_backup,internet_facing,weighted_service_hours_lost,75,3.8220000000000005,1.2,5.867726895393047,4.8999999999999995,12.8,17.189999999999994,2.574616666666667,5.188000000000001
high_capacity,seg_detect_backup,internet_facing,catastrophic,75,0.02666666666666667,0.0,0.16219218941214866,0.0,0.0,0.0,0.0,0.06666666666666667
high_capacity,seg_detect_backup,medical_device,weighted_service_hours_lost,75,3.252666666666667,0.8,4.91965613040601,4.5,11.760000000000005,13.415,2.2371,4.398108333333333
high_capacity,seg_detect_backup,medical_device,catastrophic,75,0.05333333333333334,0.0,0.22621045769630363,0.0,0.0,0.29999999999999716,0.013333333333333334,0.10666666666666667
high_capacity,seg_detect_backup,privileged_system,weighted_service_hours_lost,75,3.953333333333334,2.35,4.852239545158875,5.1,11.4,13.505,2.9454666666666665,5.066025
high_capacity,seg_detect_backup,privileged_system,catastrophic,75,0.04,0.0,0.19727878476642874,0.0,0.0,0.0,0.0,0.09333333333333334
high_capacity,seg_detect_backup,vendor_connection,weighted_service_hours_lost,75,2.574,0.8,4.544975024460857,3.0,8.52000000000002,12.58,1.6266083333333334,3.658274999999999
high_capacity,seg_detect_backup,vendor_connection,catastrophic,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high_capacity,seg_detect_backup,workstation,weighted_service_hours_lost,75,3.879666666666667,1.2,5.424250622880531,6.8,11.860000000000003,14.174999999999997,2.6499833333333336,5.154033333333332
high_capacity,seg_detect_backup,workstation,catastrophic,75,0.02666666666666667,0.0,0.16219218941214866,0.0,0.0,0.0,0.0,0.06666666666666667
high_capacity,seg_plus_detection,internet_facing,weighted_service_hours_lost,75,2.8216666666666668,1.4,3.983276555439896,3.7,9.600000000000026,11.699999999999998,2.0097916666666666,3.758183333333332
high_capacity,seg_plus_detection,internet_facing,catastrophic,75,0.013333333333333334,0.0,0.11547005383792518,0.0,0.0,0.0,0.0,0.04
high_capacity,seg_plus_detection,medical_device,weighted_service_hours_lost,75,3.437,0.8,5.46304284828173,4.9,12.025000000000004,14.939999999999996,2.26285,4.719408333333334
high_capacity,seg_plus_detection,medical_device,catastrophic,75,0.02666666666666667,0.0,0.16219218941214866,0.0,0.0,0.0,0.0,0.06666666666666667
high_capacity,seg_plus_detection,privileged_system,weighted_service_hours_lost,75,3.7263333333333337,1.4,5.305528244666592,4.8,11.690000000000001,13.539999999999997,2.6095083333333333,4.955666666666667
high_capacity,seg_plus_detection,privileged_system,catastrophic,75,0.05333333333333334,0.0,0.2262104576963036,0.0,0.0,0.29999999999999716,0.013333333333333334,0.10666666666666667
high_capacity,seg_plus_detection,vendor_connection,weighted_service_hours_lost,75,3.3280000000000003,0.0,5.936557834209899,4.1,10.500000000000002,17.529999999999994,2.0645166666666666,4.768799999999999
high_capacity,seg_plus_detection,vendor_connection,catastrophic,75,0.013333333333333334,0.0,0.11547005383792518,0.0,0.0,0.0,0.0,0.04
high_capacity,seg_plus_detection,workstation,weighted_service_hours_lost,75,3.1290000000000004,0.0,4.741026445481691,4.800000000000001,10.920000000000003,12.159999999999997,2.1252499999999994,4.241066666666667
high_capacity,seg_plus_detection,workstation,catastrophic,75,0.013333333333333334,0.0,0.11547005383792516,0.0,0.0,0.0,0.0,0.04
high_capacity,seg_plus_patch,internet_facing,weighted_service_hours_lost,75,4.297000000000001,1.8,5.764760666371202,7.1625,12.240000000000004,15.319999999999999,3.0399333333333325,5.568624999999999
high_capacity,seg_plus_patch,internet_facing,catastrophic,75,0.013333333333333334,0.0,0.11547005383792518,0.0,0.0,0.0,0.0,0.04
high_capacity,seg_plus_patch,medical_device,weighted_service_hours_lost,75,3.1959999999999993,1.2,4.646858572691297,3.9000000000000004,11.480000000000008,13.359999999999998,2.1891833333333333,4.25735
high_capacity,seg_plus_patch,medical_device,catastrophic,75,0.013333333333333334,0.0,0.11547005383792518,0.0,0.0,0.0,0.0,0.04
high_capacity,seg_plus_patch,privileged_system,weighted_service_hours_lost,75,5.747,3.2,6.6546670779926265,9.5875,16.640000000000004,18.637499999999996,4.348891666666666,7.301533333333331
high_capacity,seg_plus_patch,privileged_system,catastrophic,75,0.06666666666666667,0.0,0.25112360116696136,0.0,0.0,1.0,0.013333333333333334,0.12
high_capacity,seg_plus_patch,vendor_connection,weighted_service_hours_lost,75,4.373,1.8,5.538373139020793,7.199999999999999,13.000000000000004,14.06,3.160975,5.702033333333334
