profile,has_basic_segmentation,has_least_privilege,has_patch_upgrade,has_detection_improvement,has_rapid_isolation,has_protected_backups,has_identity_controls
high_capacity,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.6,0.6,0.6,0.2
intermediate_capacity,0.13333333333333333,0.6666666666666666,0.5333333333333333,0.8666666666666667,0.06666666666666667,0.2,0.26666666666666666
resource_constrained,0.06666666666666667,0.6,0.6666666666666666,0.8666666666666667,0.2,0.6666666666666666,0.06666666666666667
