records,exact_duplicate_rows,reference_links,typo_labels_corrected,absent_service_records,absent_service_share,beyond_horizon_records,beyond_horizon_share,absent_service_share_leave_one_reference_min,absent_service_share_leave_one_reference_max,beyond_horizon_share_leave_one_reference_min,beyond_horizon_share_leave_one_reference_max
316,0,36,1,85,0.2689873418,97,0.3069620253,0.2572347267,0.303030303,0.1742424242,0.3168316832
