family,reference,treatment,profile,n,d_weighted_service_hours_lost,d_weighted_service_hours_lost_lo,d_weighted_service_hours_lost_hi,d_sustained_clinical_outage_k4,d_sustained_clinical_outage_k4_lo,d_sustained_clinical_outage_k4_hi,d_sustained_clinical_outage_k1,d_sustained_clinical_outage_k1_lo,d_sustained_clinical_outage_k1_hi,d_ever_compromised_fraction,d_ever_compromised_fraction_lo,d_ever_compromised_fraction_hi,share_worse_hours,share_better_hours
vs_passive,passive_replicas,q_soft_replicas,resource_constrained,200,-217.38920833333333,-232.86919166666667,-201.5200041666667,-0.485,-0.555,-0.415,-0.355,-0.415,-0.295,-0.8178304359147753,-0.838643994523432,-0.7958648608931188,0.045,0.95
vs_passive,passive_replicas,q_soft_replicas_shielded,pooled,600,-73.53475,-80.35087951388887,-66.84037256944444,-0.21,-0.23666666666666666,-0.18166666666666667,-0.25666666666666665,-0.28833333333333333,-0.22333333333333333,-0.2831302023287136,-0.30029078984880636,-0.26599896155716896,0.056666666666666664,0.8533333333333334
vs_passive,passive_replicas,q_soft_replicas_shielded,high_capacity,200,-9.704083333333333,-11.054327083333332,-8.429079166666666,-0.04,-0.07,-0.015,-0.185,-0.24,-0.135,-0.007778823399985835,-0.009808253022232991,-0.005788349241966841,0.01,0.76
vs_passive,passive_replicas,q_soft_replicas_shielded,intermediate_capacity,200,-141.72558333333333,-156.09356875,-127.09743020833334,-0.48,-0.555,-0.415,-0.475,-0.545,-0.41,-0.503140828928443,-0.5446622046030819,-0.4616388216315313,0.02,0.95
vs_passive,passive_replicas,q_soft_replicas_shielded,resource_constrained,200,-69.17458333333333,-84.386615625,-54.904491666666665,-0.11,-0.155,-0.065,-0.11,-0.155,-0.07,-0.33847095465771204,-0.37128398725785605,-0.30685219152994775,0.14,0.85
shield_effect,q_soft_replicas,q_soft_replicas_shielded,pooled,600,56.53533333333333,49.63341840277778,63.3247204861111,0.22333333333333333,0.19333333333333333,0.25333333333333335,0.11,0.07666666666666666,0.14333333333333334,0.18626780616340718,0.1738684189867279,0.19819431515285552,0.38,0.4816666666666667
shield_effect,q_soft_replicas,q_soft_replicas_shielded,high_capacity,200,-4.424166666666666,-5.167252083333333,-3.689019791666667,0.005,0.0,0.015,-0.085,-0.125,-0.045,0.0018425522711294968,0.00104984518706901,0.002746673355956714,0.035,0.695
shield_effect,q_soft_replicas,q_soft_replicas_shielded,intermediate_capacity,200,25.815541666666668,16.003773958333333,36.13929895833333,0.29,0.23,0.355,0.17,0.1,0.24,0.07760138496202881,0.05991668073829915,0.09579845277850006,0.32,0.57
shield_effect,q_soft_replicas,q_soft_replicas_shielded,resource_constrained,200,148.21462499999998,130.90738645833332,165.6556395833333,0.375,0.315,0.44,0.245,0.185,0.3,0.47935948125706324,0.44875026543245694,0.5090661083425124,0.785,0.18
vs_passive,passive,q_clinical_today,pooled,600,-10.114888888888887,-14.31381388888889,-6.054192708333337,-0.018333333333333333,-0.03166666666666667,-0.006666666666666667,-0.01,-0.021666666666666667,0.0016666666666666668,-0.1298717009460178,-0.13877444613635803,-0.12073668354076922,0.30833333333333335,0.3933333333333333
vs_passive,passive,q_clinical_today,high_capacity,200,0.2425,-0.1307083333333333,0.5456791666666668,-0.01,-0.035,0.010124999999999319,0.0,-0.025,0.025,-0.0010251572621336347,-0.0019653718250463885,-0.0003201397289162348,0.235,0.03
vs_passive,passive,q_clinical_today,intermediate_capacity,200,-27.274333333333335,-37.17535104166667,-17.763586458333336,-0.03,-0.055,-0.01,-0.02,-0.045,0.00012499999999931788,-0.25957485102109035,-0.2826788719590574,-0.23519504470343738,0.31,0.545
vs_passive,passive,q_clinical_today,resource_constrained,200,-3.3128333333333337,-11.114766666666663,4.041008333333325,-0.015,-0.035,0.0,-0.01,-0.025,0.0,-0.12901509455482948,-0.1463127045745364,-0.11469540906336904,0.38,0.605
vs_passive,passive,q_clinical_today_shielded,pooled,600,-9.513180555555556,-13.908779513888886,-5.070130555555559,-0.021666666666666667,-0.035,-0.01,-0.016666666666666666,-0.028333333333333332,-0.008333333333333333,-0.1264477178011957,-0.1358558468111104,-0.11697088809154524,0.2633333333333333,0.405
vs_passive,passive,q_clinical_today_shielded,high_capacity,200,-0.1428333333333334,-0.5023791666666667,0.10050624999999991,-0.02,-0.04,-0.005,-0.015,-0.035,0.0,-0.0008649015861913567,-0.0017510672017425673,-0.00021497949492769265,0.175,0.045
vs_passive,passive,q_clinical_today_shielded,intermediate_capacity,200,-27.272541666666665,-37.6755375,-17.819715625000008,-0.03,-0.055,-0.01,-0.025,-0.05,-0.005,-0.2505155835624222,-0.2743472157918583,-0.22801859132936653,0.23,0.58
vs_passive,passive,q_clinical_today_shielded,resource_constrained,200,-1.1241666666666665,-9.410920833333336,6.319078124999997,-0.015,-0.035,0.0,-0.01,-0.025,0.0,-0.12796266825497357,-0.1451032721487704,-0.1135089120874201,0.385,0.59
shield_effect,q_clinical_today,q_clinical_today_shielded,pooled,600,0.6017083333333334,-1.015751736111112,2.2208579861111115,-0.0033333333333333335,-0.008333333333333333,0.0,-0.006666666666666667,-0.013333333333333334,-0.0016666666666666668,0.003423983144822104,0.000754840994910376,0.006104333235588018,0.12666666666666668,0.2916666666666667
shield_effect,q_clinical_today,q_clinical_today_shielded,high_capacity,200,-0.38533333333333336,-0.5752062500000003,-0.22436250000000013,-0.01,-0.025,0.0,-0.015,-0.035,0.0,0.000160255675942278,0.0,0.00040837430194262794,0.005,0.095
shield_effect,q_clinical_today,q_clinical_today_shielded,intermediate_capacity,200,0.0017916666666666714,-3.8573531249999995,4.088298958333329,0.0,0.0,0.0,-0.005,-0.015,0.0,0.009059267458668106,0.0014788401261987883,0.016691285672924706,0.17,0.43
shield_effect,q_clinical_today,q_clinical_today_shielded,resource_constrained,200,2.1886666666666668,0.286030208333332,4.215246874999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0010524262998559263,-0.0013089977974718278,0.0032686355711190568,0.205,0.35
vs_passive,passive_replicas,q_clinical_replicas,pooled,600,-84.013875,-90.55621701388888,-77.03160104166668,-0.26166666666666666,-0.29,-0.23166666666666666,-0.25333333333333335,-0.28833333333333333,-0.21833333333333332,-0.2968253397467149,-0.3154743123579461,-0.27601634573647854,0.06,0.8283333333333334
vs_passive,passive_replicas,q_clinical_replicas,high_capacity,200,-3.691916666666666,-4.803782291666667,-2.796411458333333,-0.045,-0.075,-0.02,-0.115,-0.18,-0.05,-0.009130888401671504,-0.011634051256376905,-0.006978290179370813,0.055,0.665
vs_passive,passive_replicas,q_clinical_replicas,intermediate_capacity,200,-149.6388333333333,-163.01196770833334,-135.41683333333333,-0.56,-0.625,-0.49,-0.475,-0.5401250000000001,-0.405,-0.5262211740037422,-0.5653529795604647,-0.48288915485657935,0.025,0.93
vs_passive,passive_replicas,q_clinical_replicas,resource_constrained,200,-98.710875,-114.70805520833333,-84.18724270833333,-0.18,-0.23,-0.13,-0.17,-0.22,-0.125,-0.35512395683473086,-0.3976893391528703,-0.31546784070030254,0.1,0.89
vs_passive,passive_replicas,q_clinical_replicas_shielded,pooled,600,-74.97859722222222,-82.33203576388888,-68.08542152777777,-0.23,-0.26,-0.20166666666666666,-0.2683333333333333,-0.30333333333333334,-0.235,-0.2765665820830326,-0.2961858220216817,-0.25706074057101314,0.058333333333333334,0.8283333333333334
vs_passive,passive_replicas,q_clinical_replicas_shielded,high_capacity,200,-4.15125,-5.080180208333333,-3.3466375,-0.04,-0.07,-0.015,-0.18,-0.235,-0.13,-0.009008937182159308,-0.011457500864531338,-0.006826054435348689,0.005,0.71
vs_passive,passive_replicas,q_clinical_replicas_shielded,intermediate_capacity,200,-137.93391666666668,-153.26366875,-122.82141562500001,-0.49,-0.56,-0.42,-0.47,-0.54,-0.405,-0.49644013179882973,-0.5390250760786697,-0.4537778877752948,0.045,0.91
vs_passive,passive_replicas,q_clinical_replicas_shielded,resource_constrained,200,-82.850625,-98.54046145833333,-68.41338645833335,-0.16,-0.21,-0.115,-0.155,-0.205,-0.11,-0.3242506772681088,-0.36407169321400384,-0.2860074959682235,0.125,0.865
shield_effect,q_clinical_replicas,q_clinical_replicas_shielded,pooled,600,9.035277777777779,5.8873999999999995,12.673350694444444,0.03166666666666667,0.018333333333333333,0.04833333333333333,-0.015,-0.03333333333333333,0.005,0.020258757663682223,0.013950754317283013,0.02722861255014608,0.23666666666666666,0.26666666666666666
shield_effect,q_clinical_replicas,q_clinical_replicas_shielded,high_capacity,200,-0.4593333333333333,-0.7632906250000002,-0.1786427083333334,0.005,0.0,0.015,-0.065,-0.105,-0.03,0.00012195121951219512,0.0,0.0003658536585365854,0.04,0.25
shield_effect,q_clinical_replicas,q_clinical_replicas_shielded,intermediate_capacity,200,11.704916666666666,4.715141666666666,18.28071875,0.07,0.035,0.11,0.005,-0.04,0.045,0.02978104220491247,0.01773242479284211,0.042669174488584975,0.22,0.29
shield_effect,q_clinical_replicas,q_clinical_replicas_shielded,resource_constrained,200,15.86025,8.61425625,23.43669999999999,0.02,0.005,0.04,0.015,-0.005,0.04,0.030873279566622003,0.01720686279026259,0.04754485177489782,0.45,0.26
